Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
2557	1273	1e+19	50	5e-06	2.209248e+25	1.703747e+25	1.310219e+25	3.935281e+24	5.055009e+24	0	2.76156e+24	2.129684e+24	1.637774e+24	4.919102e+23	6.318761e+23	0	0	6.770975e+23	3.996334e-10	0.0001810194	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.123861	7.209709e+26	2.301694e+28	
2558	1273	1e+19	50	5e-06	2.210112e+25	1.704319e+25	1.310677e+25	3.936427e+24	5.057925e+24	0	2.76264e+24	2.130399e+24	1.638346e+24	4.920533e+23	6.322407e+23	0	0	6.770511e+23	3.996813e-10	0.0001810721	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.125082	7.209709e+26	2.301694e+28	
2559	1273	1e+19	50	5e-06	2.210976e+25	1.704892e+25	1.311135e+25	3.937572e+24	5.060842e+24	0	2.76372e+24	2.131115e+24	1.638918e+24	4.921965e+23	6.326053e+23	0	0	6.770048e+23	3.997292e-10	0.0001811248	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.126304	7.209709e+26	2.301694e+28	
2560	1273	1e+19	50	5e-06	2.21184e+25	1.705464e+25	1.311592e+25	3.938717e+24	5.06376e+24	0	2.7648e+24	2.13183e+24	1.63949e+24	4.923396e+23	6.3297e+23	0	0	6.769585e+23	3.997771e-10	0.0001811775	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.127526	7.209709e+26	2.301694e+28	
2561	1273	1e+19	50	5e-06	2.212704e+25	1.706036e+25	1.31205e+25	3.939861e+24	5.066678e+24	0	2.76588e+24	2.132545e+24	1.640063e+24	4.924827e+23	6.333347e+23	0	0	6.769121e+23	3.998249e-10	0.0001812302	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.128747	7.209709e+26	2.301694e+28	
2562	1273	1e+19	50	5e-06	2.213568e+25	1.706608e+25	1.312508e+25	3.941006e+24	5.069596e+24	0	2.76696e+24	2.13326e+24	1.640635e+24	4.926257e+23	6.336995e+23	0	0	6.768658e+23	3.998728e-10	0.0001812829	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.129969	7.209709e+26	2.301694e+28	
2563	1273	1e+19	50	5e-06	2.214432e+25	1.70718e+25	1.312965e+25	3.94215e+24	5.072515e+24	0	2.76804e+24	2.133976e+24	1.641207e+24	4.927688e+23	6.340644e+23	0	0	6.768196e+23	3.999206e-10	0.0001813355	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.131191	7.209709e+26	2.301694e+28	
2564	1273	1e+19	50	5e-06	2.215296e+25	1.707752e+25	1.313423e+25	3.943294e+24	5.075435e+24	0	2.76912e+24	2.134691e+24	1.641779e+24	4.929118e+23	6.344294e+23	0	0	6.767733e+23	3.999684e-10	0.0001813882	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.132412	7.209709e+26	2.301694e+28	
2565	1273	1e+19	50	5e-06	2.21616e+25	1.708324e+25	1.313881e+25	3.944438e+24	5.078355e+24	0	2.7702e+24	2.135406e+24	1.642351e+24	4.930548e+23	6.347944e+23	0	0	6.767271e+23	4.000162e-10	0.0001814408	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.133634	7.209709e+26	2.301694e+28	
2566	1273	1e+19	50	5e-06	2.217024e+25	1.708896e+25	1.314338e+25	3.945582e+24	5.081276e+24	0	2.77128e+24	2.136121e+24	1.642923e+24	4.931978e+23	6.351595e+23	0	0	6.766809e+23	4.00064e-10	0.0001814935	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.134856	7.209709e+26	2.301694e+28	
2567	1273	1e+19	50	5e-06	2.217888e+25	1.709468e+25	1.314796e+25	3.946726e+24	5.084197e+24	0	2.77236e+24	2.136835e+24	1.643495e+24	4.933407e+23	6.355246e+23	0	0	6.766347e+23	4.001118e-10	0.0001815461	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.136077	7.209709e+26	2.301694e+28	
2568	1273	1e+19	50	5e-06	2.218752e+25	1.71004e+25	1.315253e+25	3.947869e+24	5.087119e+24	0	2.77344e+24	2.13755e+24	1.644066e+24	4.934837e+23	6.358898e+23	0	0	6.765885e+23	4.001596e-10	0.0001815987	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.137299	7.209709e+26	2.301694e+28	
2569	1273	1e+19	50	5e-06	2.219616e+25	1.710612e+25	1.315711e+25	3.949013e+24	5.090041e+24	0	2.77452e+24	2.138265e+24	1.644638e+24	4.936266e+23	6.362551e+23	0	0	6.765423e+23	4.002073e-10	0.0001816513	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.138521	7.209709e+26	2.301694e+28	
2570	1273	1e+19	50	5e-06	2.22048e+25	1.711184e+25	1.316168e+25	3.950156e+24	5.092964e+24	0	2.7756e+24	2.13898e+24	1.64521e+24	4.937695e+23	6.366205e+23	0	0	6.764962e+23	4.00255e-10	0.0001817039	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.139743	7.209709e+26	2.301694e+28	
2571	1273	1e+19	50	5e-06	2.221344e+25	1.711755e+25	1.316625e+25	3.951299e+24	5.095887e+24	0	2.77668e+24	2.139694e+24	1.645782e+24	4.939123e+23	6.369859e+23	0	0	6.7645e+23	4.003027e-10	0.0001817565	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.140964	7.209709e+26	2.301694e+28	
2572	1273	1e+19	50	5e-06	2.222208e+25	1.712327e+25	1.317083e+25	3.952441e+24	5.098811e+24	0	2.77776e+24	2.140409e+24	1.646353e+24	4.940552e+23	6.373514e+23	0	0	6.764039e+23	4.003504e-10	0.0001818091	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.142186	7.209709e+26	2.301694e+28	
2573	1273	1e+19	50	5e-06	2.223072e+25	1.712898e+25	1.31754e+25	3.953584e+24	5.101735e+24	0	2.77884e+24	2.141123e+24	1.646925e+24	4.94198e+23	6.377169e+23	0	0	6.763579e+23	4.003981e-10	0.0001818617	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.143408	7.209709e+26	2.301694e+28	
2574	1273	1e+19	50	5e-06	2.223936e+25	1.71347e+25	1.317997e+25	3.954726e+24	5.10466e+24	0	2.77992e+24	2.141837e+24	1.647497e+24	4.943408e+23	6.380825e+23	0	0	6.763118e+23	4.004458e-10	0.0001819143	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.144629	7.209709e+26	2.301694e+28	
2575	1273	1e+19	50	5e-06	2.2248e+25	1.714041e+25	1.318455e+25	3.955868e+24	5.107585e+24	0	2.781e+24	2.142552e+24	1.648068e+24	4.944835e+23	6.384482e+23	0	0	6.762657e+23	4.004934e-10	0.0001819668	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.145851	7.209709e+26	2.301694e+28	
2576	1273	1e+19	50	5e-06	2.225664e+25	1.714613e+25	1.318912e+25	3.95701e+24	5.110511e+24	0	2.78208e+24	2.143266e+24	1.64864e+24	4.946263e+23	6.388139e+23	0	0	6.762197e+23	4.005411e-10	0.0001820194	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.147073	7.209709e+26	2.301694e+28	
2577	1273	1e+19	50	5e-06	2.226528e+25	1.715184e+25	1.319369e+25	3.958152e+24	5.113438e+24	0	2.78316e+24	2.14398e+24	1.649211e+24	4.94769e+23	6.391797e+23	0	0	6.761737e+23	4.005887e-10	0.0001820719	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.148294	7.209709e+26	2.301694e+28	
2578	1273	1e+19	50	5e-06	2.227392e+25	1.715756e+25	1.319826e+25	3.959294e+24	5.116365e+24	0	2.78424e+24	2.144694e+24	1.649783e+24	4.949117e+23	6.395456e+23	0	0	6.761277e+23	4.006363e-10	0.0001821245	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.149516	7.209709e+26	2.301694e+28	
2579	1273	1e+19	50	5e-06	2.228256e+25	1.716327e+25	1.320283e+25	3.960435e+24	5.119292e+24	0	2.78532e+24	2.145408e+24	1.650354e+24	4.950544e+23	6.399115e+23	0	0	6.760817e+23	4.006839e-10	0.000182177	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.150738	7.209709e+26	2.301694e+28	
2580	1273	1e+19	50	5e-06	2.22912e+25	1.716898e+25	1.32074e+25	3.961576e+24	5.12222e+24	0	2.7864e+24	2.146122e+24	1.650925e+24	4.95197e+23	6.402775e+23	0	0	6.760358e+23	4.007315e-10	0.0001822295	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.151959	7.209709e+26	2.301694e+28	
2581	1273	1e+19	50	5e-06	2.229984e+25	1.717469e+25	1.321197e+25	3.962717e+24	5.125149e+24	0	2.78748e+24	2.146836e+24	1.651497e+24	4.953397e+23	6.406436e+23	0	0	6.759899e+23	4.007791e-10	0.000182282	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.153181	7.209709e+26	2.301694e+28	
2582	1273	1e+19	50	5e-06	2.230848e+25	1.71804e+25	1.321654e+25	3.963858e+24	5.128078e+24	0	2.78856e+24	2.14755e+24	1.652068e+24	4.954823e+23	6.410097e+23	0	0	6.759439e+23	4.008266e-10	0.0001823345	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.154403	7.209709e+26	2.301694e+28	
2583	1273	1e+19	50	5e-06	2.231712e+25	1.718611e+25	1.322111e+25	3.964999e+24	5.131007e+24	0	2.78964e+24	2.148264e+24	1.652639e+24	4.956249e+23	6.413759e+23	0	0	6.75898e+23	4.008741e-10	0.000182387	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.155624	7.209709e+26	2.301694e+28	
2584	1273	1e+19	50	5e-06	2.232576e+25	1.719182e+25	1.322568e+25	3.966139e+24	5.133938e+24	0	2.79072e+24	2.148978e+24	1.65321e+24	4.957674e+23	6.417422e+23	0	0	6.758522e+23	4.009217e-10	0.0001824395	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.156846	7.209709e+26	2.301694e+28	
2585	1273	1e+19	50	5e-06	2.23344e+25	1.719753e+25	1.323025e+25	3.96728e+24	5.136868e+24	0	2.7918e+24	2.149691e+24	1.653782e+24	4.9591e+23	6.421085e+23	0	0	6.758063e+23	4.009692e-10	0.000182492	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.158068	7.209709e+26	2.301694e+28	
2586	1273	1e+19	50	5e-06	2.234304e+25	1.720324e+25	1.323482e+25	3.96842e+24	5.139799e+24	0	2.79288e+24	2.150405e+24	1.654353e+24	4.960525e+23	6.424749e+23	0	0	6.757605e+23	4.010167e-10	0.0001825445	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.15929	7.209709e+26	2.301694e+28	
2587	1273	1e+19	50	5e-06	2.235168e+25	1.720895e+25	1.323939e+25	3.96956e+24	5.142731e+24	0	2.79396e+24	2.151119e+24	1.654924e+24	4.96195e+23	6.428414e+23	0	0	6.757147e+23	4.010641e-10	0.0001825969	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.160511	7.209709e+26	2.301694e+28	
2588	1273	1e+19	50	5e-06	2.236032e+25	1.721466e+25	1.324396e+25	3.9707e+24	5.145663e+24	0	2.79504e+24	2.151832e+24	1.655495e+24	4.963375e+23	6.432079e+23	0	0	6.756689e+23	4.011116e-10	0.0001826494	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.161733	7.209709e+26	2.301694e+28	
2589	1273	1e+19	50	5e-06	2.236896e+25	1.722036e+25	1.324852e+25	3.971839e+24	5.148596e+24	0	2.79612e+24	2.152546e+24	1.656066e+24	4.964799e+23	6.435745e+23	0	0	6.756231e+23	4.011591e-10	0.0001827018	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.162955	7.209709e+26	2.301694e+28	
2590	1273	1e+19	50	5e-06	2.23776e+25	1.722607e+25	1.325309e+25	3.972979e+24	5.151529e+24	0	2.7972e+24	2.153259e+24	1.656637e+24	4.966223e+23	6.439412e+23	0	0	6.755773e+23	4.012065e-10	0.0001827543	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.164176	7.209709e+26	2.301694e+28	
2591	1273	1e+19	50	5e-06	2.238624e+25	1.723178e+25	1.325766e+25	3.974118e+24	5.154463e+24	0	2.79828e+24	2.153972e+24	1.657207e+24	4.967647e+23	6.443079e+23	0	0	6.755316e+23	4.012539e-10	0.0001828067	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.165398	7.209709e+26	2.301694e+28	
2592	1273	1e+19	50	5e-06	2.239488e+25	1.723748e+25	1.326223e+25	3.975257e+24	5.157397e+24	0	2.79936e+24	2.154685e+24	1.657778e+24	4.969071e+23	6.446747e+23	0	0	6.754858e+23	4.013013e-10	0.0001828591	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.16662	7.209709e+26	2.301694e+28	
2593	1273	1e+19	50	5e-06	2.240352e+25	1.724319e+25	1.326679e+25	3.976396e+24	5.160332e+24	0	2.80044e+24	2.155398e+24	1.658349e+24	4.970495e+23	6.450415e+23	0	0	6.754401e+23	4.013487e-10	0.0001829115	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.167841	7.209709e+26	2.301694e+28	
2594	1273	1e+19	50	5e-06	2.241216e+25	1.724889e+25	1.327136e+25	3.977535e+24	5.163267e+24	0	2.80152e+24	2.156112e+24	1.65892e+24	4.971918e+23	6.454084e+23	0	0	6.753944e+23	4.013961e-10	0.0001829639	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.169063	7.209709e+26	2.301694e+28	
2595	1273	1e+19	50	5e-06	2.24208e+25	1.72546e+25	1.327592e+25	3.978673e+24	5.166203e+24	0	2.8026e+24	2.156825e+24	1.65949e+24	4.973341e+23	6.457754e+23	0	0	6.753488e+23	4.014434e-10	0.0001830163	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.170285	7.209709e+26	2.301694e+28	
2596	1273	1e+19	50	5e-06	2.242944e+25	1.72603e+25	1.328049e+25	3.979811e+24	5.16914e+24	0	2.80368e+24	2.157538e+24	1.660061e+24	4.974764e+23	6.461425e+23	0	0	6.753031e+23	4.014908e-10	0.0001830687	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.171506	7.209709e+26	2.301694e+28	
2597	1273	1e+19	50	5e-06	2.243808e+25	1.7266e+25	1.328505e+25	3.98095e+24	5.172077e+24	0	2.80476e+24	2.15825e+24	1.660632e+24	4.976187e+23	6.465096e+23	0	0	6.752575e+23	4.015381e-10	0.0001831211	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.172728	7.209709e+26	2.301694e+28	
2598	1273	1e+19	50	5e-06	2.244672e+25	1.727171e+25	1.328962e+25	3.982088e+24	5.175014e+24	0	2.80584e+24	2.158963e+24	1.661202e+24	4.977609e+23	6.468768e+23	0	0	6.752119e+23	4.015854e-10	0.0001831734	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.17395	7.209709e+26	2.301694e+28	
2599	1273	1e+19	50	5e-06	2.245536e+25	1.727741e+25	1.329418e+25	3.983225e+24	5.177952e+24	0	2.80692e+24	2.159676e+24	1.661773e+24	4.979032e+23	6.47244e+23	0	0	6.751663e+23	4.016327e-10	0.0001832258	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.175172	7.209709e+26	2.301694e+28	
2600	1273	1e+19	50	5e-06	2.2464e+25	1.728311e+25	1.329875e+25	3.984363e+24	5.180891e+24	0	2.808e+24	2.160389e+24	1.662343e+24	4.980454e+23	6.476113e+23	0	0	6.751207e+23	4.0168e-10	0.0001832782	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.176393	7.209709e+26	2.301694e+28	
2601	1273	1e+19	50	5e-06	2.247264e+25	1.728881e+25	1.330331e+25	3.9855e+24	5.18383e+24	0	2.80908e+24	2.161101e+24	1.662914e+24	4.981875e+23	6.479787e+23	0	0	6.750751e+23	4.017273e-10	0.0001833305	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.177615	7.209709e+26	2.301694e+28	
2602	1273	1e+19	50	5e-06	2.248128e+25	1.729451e+25	1.330787e+25	3.986638e+24	5.186769e+24	0	2.81016e+24	2.161814e+24	1.663484e+24	4.983297e+23	6.483461e+23	0	0	6.750296e+23	4.017745e-10	0.0001833828	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.178837	7.209709e+26	2.301694e+28	
2603	1273	1e+19	50	5e-06	2.248992e+25	1.730021e+25	1.331244e+25	3.987775e+24	5.189709e+24	0	2.81124e+24	2.162526e+24	1.664055e+24	4.984718e+23	6.487136e+23	0	0	6.749841e+23	4.018218e-10	0.0001834352	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.180058	7.209709e+26	2.301694e+28	
2604	1273	1e+19	50	5e-06	2.249856e+25	1.730591e+25	1.3317e+25	3.988911e+24	5.19265e+24	0	2.81232e+24	2.163239e+24	1.664625e+24	4.986139e+23	6.490812e+23	0	0	6.749386e+23	4.01869e-10	0.0001834875	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.18128	7.209709e+26	2.301694e+28	
2605	1273	1e+19	50	5e-06	2.25072e+25	1.731161e+25	1.332156e+25	3.990048e+24	5.195591e+24	0	2.8134e+24	2.163951e+24	1.665195e+24	4.98756e+23	6.494488e+23	0	0	6.748931e+23	4.019162e-10	0.0001835398	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.182502	7.209709e+26	2.301694e+28	
2606	1273	1e+19	50	5e-06	2.251584e+25	1.731731e+25	1.332612e+25	3.991185e+24	5.198532e+24	0	2.81448e+24	2.164663e+24	1.665765e+24	4.988981e+23	6.498165e+23	0	0	6.748476e+23	4.019634e-10	0.0001835921	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.183723	7.209709e+26	2.301694e+28	
2607	1273	1e+19	50	5e-06	2.252448e+25	1.732301e+25	1.333068e+25	3.992321e+24	5.201474e+24	0	2.81556e+24	2.165376e+24	1.666336e+24	4.990401e+23	6.501843e+23	0	0	6.748022e+23	4.020106e-10	0.0001836444	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.184945	7.209709e+26	2.301694e+28	
2608	1273	1e+19	50	5e-06	2.253312e+25	1.73287e+25	1.333525e+25	3.993457e+24	5.204417e+24	0	2.81664e+24	2.166088e+24	1.666906e+24	4.991821e+23	6.505521e+23	0	0	6.747568e+23	4.020578e-10	0.0001836967	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.186167	7.209709e+26	2.301694e+28	
2609	1273	1e+19	50	5e-06	2.254176e+25	1.73344e+25	1.333981e+25	3.994593e+24	5.20736e+24	0	2.81772e+24	2.1668e+24	1.667476e+24	4.993241e+23	6.5092e+23	0	0	6.747113e+23	4.021049e-10	0.0001837489	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.187388	7.209709e+26	2.301694e+28	
2610	1273	1e+19	50	5e-06	2.25504e+25	1.73401e+25	1.334437e+25	3.995729e+24	5.210304e+24	0	2.8188e+24	2.167512e+24	1.668046e+24	4.994661e+23	6.51288e+23	0	0	6.74666e+23	4.021521e-10	0.0001838012	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.18861	7.209709e+26	2.301694e+28	
2611	1273	1e+19	50	5e-06	2.255904e+25	1.734579e+25	1.334893e+25	3.996865e+24	5.213248e+24	0	2.81988e+24	2.168224e+24	1.668616e+24	4.996081e+23	6.51656e+23	0	0	6.746206e+23	4.021992e-10	0.0001838535	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.189832	7.209709e+26	2.301694e+28	
2612	1273	1e+19	50	5e-06	2.256768e+25	1.735149e+25	1.335349e+25	3.998e+24	5.216193e+24	0	2.82096e+24	2.168936e+24	1.669186e+24	4.9975e+23	6.520241e+23	0	0	6.745752e+23	4.022463e-10	0.0001839057	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.191053	7.209709e+26	2.301694e+28	
2613	1273	1e+19	50	5e-06	2.257632e+25	1.735718e+25	1.335805e+25	3.999135e+24	5.219138e+24	0	2.82204e+24	2.169648e+24	1.669756e+24	4.998919e+23	6.523923e+23	0	0	6.745299e+23	4.022934e-10	0.000183958	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.192275	7.209709e+26	2.301694e+28	
2614	1273	1e+19	50	5e-06	2.258496e+25	1.736288e+25	1.336261e+25	4.00027e+24	5.222084e+24	0	2.82312e+24	2.170359e+24	1.670326e+24	5.000338e+23	6.527605e+23	0	0	6.744846e+23	4.023405e-10	0.0001840102	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.193497	7.209709e+26	2.301694e+28	
2615	1273	1e+19	50	5e-06	2.25936e+25	1.736857e+25	1.336716e+25	4.001405e+24	5.22503e+24	0	2.8242e+24	2.171071e+24	1.670896e+24	5.001756e+23	6.531288e+23	0	0	6.744393e+23	4.023876e-10	0.0001840624	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.194719	7.209709e+26	2.301694e+28	
2616	1273	1e+19	50	5e-06	2.260224e+25	1.737426e+25	1.337172e+25	4.00254e+24	5.227977e+24	0	2.82528e+24	2.171783e+24	1.671465e+24	5.003175e+23	6.534971e+23	0	0	6.74394e+23	4.024346e-10	0.0001841147	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.19594	7.209709e+26	2.301694e+28	
2617	1273	1e+19	50	5e-06	2.261088e+25	1.737996e+25	1.337628e+25	4.003674e+24	5.230924e+24	0	2.82636e+24	2.172494e+24	1.672035e+24	5.004593e+23	6.538656e+23	0	0	6.743487e+23	4.024817e-10	0.0001841669	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.197162	7.209709e+26	2.301694e+28	
2618	1273	1e+19	50	5e-06	2.261952e+25	1.738565e+25	1.338084e+25	4.004809e+24	5.233872e+24	0	2.82744e+24	2.173206e+24	1.672605e+24	5.006011e+23	6.54234e+23	0	0	6.743035e+23	4.025287e-10	0.0001842191	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.198384	7.209709e+26	2.301694e+28	
2619	1273	1e+19	50	5e-06	2.262816e+25	1.739134e+25	1.33854e+25	4.005943e+24	5.236821e+24	0	2.82852e+24	2.173917e+24	1.673175e+24	5.007429e+23	6.546026e+23	0	0	6.742583e+23	4.025757e-10	0.0001842713	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.199605	7.209709e+26	2.301694e+28	
2620	1273	1e+19	50	5e-06	2.26368e+25	1.739703e+25	1.338995e+25	4.007077e+24	5.23977e+24	0	2.8296e+24	2.174629e+24	1.673744e+24	5.008846e+23	6.549712e+23	0	0	6.742131e+23	4.026227e-10	0.0001843234	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.200827	7.209709e+26	2.301694e+28	
2621	1273	1e+19	50	5e-06	2.264544e+25	1.740272e+25	1.339451e+25	4.008211e+24	5.242719e+24	0	2.83068e+24	2.17534e+24	1.674314e+24	5.010263e+23	6.553399e+23	0	0	6.741679e+23	4.026697e-10	0.0001843756	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.202049	7.209709e+26	2.301694e+28	
2622	1273	1e+19	50	5e-06	2.265408e+25	1.740841e+25	1.339907e+25	4.009344e+24	5.245669e+24	0	2.83176e+24	2.176051e+24	1.674883e+24	5.01168e+23	6.557086e+23	0	0	6.741227e+23	4.027167e-10	0.0001844278	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.20327	7.209709e+26	2.301694e+28	
2623	1273	1e+19	50	5e-06	2.266272e+25	1.74141e+25	1.340362e+25	4.010478e+24	5.248619e+24	0	2.83284e+24	2.176763e+24	1.675453e+24	5.013097e+23	6.560774e+23	0	0	6.740776e+23	4.027636e-10	0.00018448	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.204492	7.209709e+26	2.301694e+28	
2624	1273	1e+19	50	5e-06	2.267136e+25	1.741979e+25	1.340818e+25	4.011611e+24	5.25157e+24	0	2.83392e+24	2.177474e+24	1.676022e+24	5.014514e+23	6.564463e+23	0	0	6.740324e+23	4.028106e-10	0.0001845321	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.205714	7.209709e+26	2.301694e+28	
2625	1273	1e+19	50	5e-06	2.268e+25	1.742548e+25	1.341273e+25	4.012744e+24	5.254522e+24	0	2.835e+24	2.178185e+24	1.676592e+24	5.01593e+23	6.568152e+23	0	0	6.739873e+23	4.028575e-10	0.0001845843	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.206935	7.209709e+26	2.301694e+28	
2626	1273	1e+19	50	5e-06	2.268864e+25	1.743117e+25	1.341729e+25	4.013877e+24	5.257474e+24	0	2.83608e+24	2.178896e+24	1.677161e+24	5.017346e+23	6.571842e+23	0	0	6.739422e+23	4.029044e-10	0.0001846364	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.208157	7.209709e+26	2.301694e+28	
2627	1273	1e+19	50	5e-06	2.269728e+25	1.743685e+25	1.342184e+25	4.01501e+24	5.260426e+24	0	2.83716e+24	2.179607e+24	1.67773e+24	5.018762e+23	6.575533e+23	0	0	6.738971e+23	4.029513e-10	0.0001846885	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.209379	7.209709e+26	2.301694e+28	
2628	1273	1e+19	50	5e-06	2.270592e+25	1.744254e+25	1.34264e+25	4.016142e+24	5.26338e+24	0	2.83824e+24	2.180318e+24	1.6783e+24	5.020178e+23	6.579224e+23	0	0	6.738521e+23	4.029982e-10	0.0001847406	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.210601	7.209709e+26	2.301694e+28	
2629	1273	1e+19	50	5e-06	2.271456e+25	1.744823e+25	1.343095e+25	4.017275e+24	5.266333e+24	0	2.83932e+24	2.181028e+24	1.678869e+24	5.021593e+23	6.582916e+23	0	0	6.73807e+23	4.03045e-10	0.0001847927	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	3.211822	7.209709e+26	2.301694e+28	
2630	1273	1e+19	50	5e-06	2.27232e+25	1.745391e+25	1.343551e+25	4.018407e+24	5.269287e+24	0	2.8404e+24	2.181739e+24	1.679438e+24	5.023009e+23	6.586609e+23	0	0	6.73762e+23	4.030919e-10	0.0001848448	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	3.213044	7.209709e+26	2.301694e+28	
