Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1273	1e+19	50	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0	7.209709e+26	2.301694e+28	
1	1273	1e+19	50	5e-06	8.64e+21	8.497953e+21	8.497953e+21	0	1.420471e+20	0	1.08e+21	1.062244e+21	1.062244e+21	0	1.775588e+19	0	0	7.636282e+23	0	0	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.00122169	7.209709e+26	2.301694e+28	
2	1273	1e+19	50	5e-06	1.728e+22	1.698834e+22	1.382775e+22	3.160589e+21	2.916589e+20	0	2.16e+21	2.123543e+21	1.728469e+21	3.950736e+20	3.645736e+19	0	0	1.087588e+24	0	0	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.002443379	7.209709e+26	2.301694e+28	
3	1273	1e+19	50	5e-06	2.592e+22	2.547122e+22	1.921579e+22	6.255431e+21	4.48777e+20	0	3.24e+21	3.183903e+21	2.401974e+21	7.819289e+20	5.609713e+19	0	0	1.225024e+24	3.048855e-11	1.454266e-07	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.003665069	7.209709e+26	2.301694e+28	
4	1273	1e+19	50	5e-06	3.456e+22	3.394712e+22	2.432738e+22	9.619739e+21	6.128806e+20	0	4.32e+21	4.24339e+21	3.040922e+21	1.202467e+21	7.661007e+19	0	0	1.239162e+24	3.81334e-11	2.87828e-07	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.004886759	7.209709e+26	2.301694e+28	
5	1273	1e+19	50	5e-06	4.32e+22	4.241517e+22	3.015329e+22	1.226187e+22	7.848312e+20	0	5.4e+21	5.301896e+21	3.769162e+21	1.532734e+21	9.81039e+19	0	0	1.234103e+24	4.407575e-11	4.426283e-07	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.006108448	7.209709e+26	2.301694e+28	
6	1273	1e+19	50	5e-06	5.184e+22	5.087538e+22	3.608227e+22	1.479311e+22	9.646167e+20	0	6.48e+21	6.359423e+21	4.510284e+21	1.849139e+21	1.205771e+20	0	0	1.223704e+24	4.792431e-11	5.641995e-07	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.007330138	7.209709e+26	2.301694e+28	
7	1273	1e+19	50	5e-06	6.048e+22	5.932781e+22	4.208659e+22	1.724122e+22	1.152187e+21	0	7.56e+21	7.415977e+21	5.260824e+21	2.155152e+21	1.440234e+20	0	0	1.21416e+24	5.115134e-11	6.806682e-07	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.008551828	7.209709e+26	2.301694e+28	
8	1273	1e+19	50	5e-06	6.912e+22	6.77726e+22	4.809884e+22	1.967376e+22	1.347402e+21	0	8.64e+21	8.471575e+21	6.012355e+21	2.45922e+21	1.684252e+20	0	0	1.205876e+24	5.395324e-11	7.933116e-07	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.009773518	7.209709e+26	2.301694e+28	
9	1273	1e+19	50	5e-06	7.776e+22	7.620988e+22	5.411038e+22	2.209951e+22	1.550115e+21	0	9.72e+21	9.526236e+21	6.763797e+21	2.762438e+21	1.937644e+20	0	0	1.198723e+24	5.649179e-11	9.052389e-07	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.01099521	7.209709e+26	2.301694e+28	
10	1273	1e+19	50	5e-06	8.64e+22	8.463982e+22	6.011651e+22	2.452331e+22	1.76018e+21	0	1.08e+22	1.057998e+22	7.514563e+21	3.065414e+21	2.200225e+20	0	0	1.192412e+24	5.88276e-11	1.016854e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.0122169	7.209709e+26	2.301694e+28	
11	1273	1e+19	50	5e-06	9.504e+22	9.306254e+22	6.611739e+22	2.694515e+22	1.977455e+21	0	1.188e+22	1.163282e+22	8.264674e+21	3.368144e+21	2.471819e+20	0	0	1.186739e+24	6.100102e-11	1.128379e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.01343859	7.209709e+26	2.301694e+28	
12	1273	1e+19	50	5e-06	1.0368e+23	1.014782e+23	7.211347e+22	2.936473e+22	2.201805e+21	0	1.296e+22	1.268477e+22	9.014183e+21	3.670591e+21	2.752256e+20	0	0	1.181559e+24	6.303826e-11	1.239814e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.01466028	7.209709e+26	2.301694e+28	
13	1273	1e+19	50	5e-06	1.1232e+23	1.098869e+23	7.810525e+22	3.178165e+22	2.433098e+21	0	1.404e+22	1.373586e+22	9.763157e+21	3.972706e+21	3.041373e+20	0	0	1.176776e+24	6.495908e-11	1.351145e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.01588197	7.209709e+26	2.301694e+28	
14	1273	1e+19	50	5e-06	1.2096e+23	1.182888e+23	8.40931e+22	3.419569e+22	2.671211e+21	0	1.512e+22	1.47861e+22	1.051164e+22	4.274461e+21	3.339014e+20	0	0	1.172321e+24	6.677887e-11	1.462353e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.01710366	7.209709e+26	2.301694e+28	
15	1273	1e+19	50	5e-06	1.296e+23	1.26684e+23	9.007725e+22	3.660673e+22	2.916022e+21	0	1.62e+22	1.58355e+22	1.125966e+22	4.575841e+21	3.645028e+20	0	0	1.168145e+24	6.851001e-11	1.573429e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.01832535	7.209709e+26	2.301694e+28	
16	1273	1e+19	50	5e-06	1.3824e+23	1.350726e+23	9.605788e+22	3.901471e+22	3.167416e+21	0	1.728e+22	1.688407e+22	1.200723e+22	4.876838e+21	3.95927e+20	0	0	1.164208e+24	7.016263e-11	1.684367e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.01954704	7.209709e+26	2.301694e+28	
17	1273	1e+19	50	5e-06	1.4688e+23	1.434547e+23	1.020351e+23	4.141961e+22	3.42528e+21	0	1.836e+22	1.793184e+22	1.275439e+22	5.177451e+21	4.2816e+20	0	0	1.16048e+24	7.174516e-11	1.795164e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.02076872	7.209709e+26	2.301694e+28	
18	1273	1e+19	50	5e-06	1.5552e+23	1.518305e+23	1.080091e+23	4.382143e+22	3.689507e+21	0	1.944e+22	1.897881e+22	1.350113e+22	5.477679e+21	4.611884e+20	0	0	1.156937e+24	7.326465e-11	1.90582e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.02199041	7.209709e+26	2.301694e+28	
19	1273	1e+19	50	5e-06	1.6416e+23	1.602e+23	1.139798e+23	4.622019e+22	3.959993e+21	0	2.052e+22	2.0025e+22	1.424748e+22	5.777523e+21	4.949991e+20	0	0	1.153559e+24	7.472708e-11	2.016333e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.0232121	7.209709e+26	2.301694e+28	
20	1273	1e+19	50	5e-06	1.728e+23	1.685634e+23	1.199475e+23	4.86159e+22	4.236637e+21	0	2.16e+22	2.107042e+22	1.499343e+22	6.076987e+21	5.295796e+20	0	0	1.150327e+24	7.61376e-11	2.126706e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.02443379	7.209709e+26	2.301694e+28	
21	1273	1e+19	50	5e-06	1.8144e+23	1.769207e+23	1.259121e+23	5.100859e+22	4.519341e+21	0	2.268e+22	2.211508e+22	1.573901e+22	6.376073e+21	5.649177e+20	0	0	1.147229e+24	7.750061e-11	2.236939e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.02565548	7.209709e+26	2.301694e+28	
22	1273	1e+19	50	5e-06	1.9008e+23	1.85272e+23	1.318737e+23	5.339828e+22	4.808013e+21	0	2.376e+22	2.3159e+22	1.648421e+22	6.674785e+21	6.010016e+20	0	0	1.144252e+24	7.881998e-11	2.347033e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.02687717	7.209709e+26	2.301694e+28	
23	1273	1e+19	50	5e-06	1.9872e+23	1.936174e+23	1.378324e+23	5.5785e+22	5.102561e+21	0	2.484e+22	2.420218e+22	1.722905e+22	6.973126e+21	6.378201e+20	0	0	1.141385e+24	8.009907e-11	2.456988e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.02809886	7.209709e+26	2.301694e+28	
24	1273	1e+19	50	5e-06	2.0736e+23	2.019571e+23	1.437883e+23	5.816879e+22	5.402898e+21	0	2.592e+22	2.524464e+22	1.797354e+22	7.271099e+21	6.753623e+20	0	0	1.138619e+24	8.134086e-11	2.566808e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.02932055	7.209709e+26	2.301694e+28	
25	1273	1e+19	50	5e-06	2.16e+23	2.102911e+23	1.497414e+23	6.054966e+22	5.708939e+21	0	2.7e+22	2.628638e+22	1.871767e+22	7.568708e+21	7.136174e+20	0	0	1.135947e+24	8.254797e-11	2.676491e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.03054224	7.209709e+26	2.301694e+28	
26	1273	1e+19	50	5e-06	2.2464e+23	2.186194e+23	1.556917e+23	6.292765e+22	6.020602e+21	0	2.808e+22	2.732742e+22	1.946147e+22	7.865957e+21	7.525752e+20	0	0	1.133361e+24	8.372277e-11	2.786041e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.03176393	7.209709e+26	2.301694e+28	
27	1273	1e+19	50	5e-06	2.3328e+23	2.269422e+23	1.616394e+23	6.530279e+22	6.337807e+21	0	2.916e+22	2.836777e+22	2.020493e+22	8.162849e+21	7.922259e+20	0	0	1.130854e+24	8.486736e-11	2.895459e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.03298562	7.209709e+26	2.301694e+28	
28	1273	1e+19	50	5e-06	2.4192e+23	2.352595e+23	1.675844e+23	6.767511e+22	6.660478e+21	0	3.024e+22	2.940744e+22	2.094805e+22	8.459388e+21	8.325597e+20	0	0	1.128423e+24	8.598361e-11	3.004745e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.03420731	7.209709e+26	2.301694e+28	
29	1273	1e+19	50	5e-06	2.5056e+23	2.435715e+23	1.735268e+23	7.004463e+22	6.988539e+21	0	3.132e+22	3.044643e+22	2.169085e+22	8.755578e+21	8.735674e+20	0	0	1.126061e+24	8.707325e-11	3.113901e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.035429	7.209709e+26	2.301694e+28	
30	1273	1e+19	50	5e-06	2.592e+23	2.518781e+23	1.794667e+23	7.241138e+22	7.32192e+21	0	3.24e+22	3.148476e+22	2.243334e+22	9.051423e+21	9.1524e+20	0	0	1.123764e+24	8.813782e-11	3.222928e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.03665069	7.209709e+26	2.301694e+28	
31	1273	1e+19	50	5e-06	2.6784e+23	2.601795e+23	1.85404e+23	7.47754e+22	7.660549e+21	0	3.348e+22	3.252243e+22	2.317551e+22	9.346925e+21	9.575686e+20	0	0	1.121528e+24	8.917873e-11	3.331829e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.03787238	7.209709e+26	2.301694e+28	
32	1273	1e+19	50	5e-06	2.7648e+23	2.684756e+23	1.913389e+23	7.713671e+22	8.004359e+21	0	3.456e+22	3.355946e+22	2.391737e+22	9.642089e+21	1.000545e+21	0	0	1.11935e+24	9.019727e-11	3.440603e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.03909407	7.209709e+26	2.301694e+28	
33	1273	1e+19	50	5e-06	2.8512e+23	2.767667e+23	1.972714e+23	7.949534e+22	8.353285e+21	0	3.564e+22	3.459584e+22	2.465892e+22	9.936917e+21	1.044161e+21	0	0	1.117226e+24	9.11946e-11	3.549253e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.04031576	7.209709e+26	2.301694e+28	
34	1273	1e+19	50	5e-06	2.9376e+23	2.850527e+23	2.032014e+23	8.185131e+22	8.707262e+21	0	3.672e+22	3.563159e+22	2.540018e+22	1.023141e+22	1.088408e+21	0	0	1.115153e+24	9.217182e-11	3.657779e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.04153745	7.209709e+26	2.301694e+28	
35	1273	1e+19	50	5e-06	3.024e+23	2.933338e+23	2.091291e+23	8.420465e+22	9.066229e+21	0	3.78e+22	3.666672e+22	2.614114e+22	1.052558e+22	1.133279e+21	0	0	1.113128e+24	9.312992e-11	3.766183e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.04275914	7.209709e+26	2.301694e+28	
36	1273	1e+19	50	5e-06	3.1104e+23	3.016099e+23	2.150545e+23	8.655538e+22	9.430125e+21	0	3.888e+22	3.770123e+22	2.688181e+22	1.081942e+22	1.178766e+21	0	0	1.111149e+24	9.406981e-11	3.874466e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.04398083	7.209709e+26	2.301694e+28	
37	1273	1e+19	50	5e-06	3.1968e+23	3.098811e+23	2.209776e+23	8.890354e+22	9.798892e+21	0	3.996e+22	3.873514e+22	2.76222e+22	1.111294e+22	1.224862e+21	0	0	1.109214e+24	9.499235e-11	3.98263e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.04520252	7.209709e+26	2.301694e+28	
38	1273	1e+19	50	5e-06	3.2832e+23	3.181475e+23	2.268984e+23	9.124915e+22	1.017247e+22	0	4.104e+22	3.976844e+22	2.83623e+22	1.140614e+22	1.271559e+21	0	0	1.107321e+24	9.589831e-11	4.090674e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.04642421	7.209709e+26	2.301694e+28	
39	1273	1e+19	50	5e-06	3.3696e+23	3.264092e+23	2.32817e+23	9.359222e+22	1.055081e+22	0	4.212e+22	4.080115e+22	2.910212e+22	1.169903e+22	1.318852e+21	0	0	1.105466e+24	9.678844e-11	4.198601e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.0476459	7.209709e+26	2.301694e+28	
40	1273	1e+19	50	5e-06	3.456e+23	3.346661e+23	2.387334e+23	9.593279e+22	1.093386e+22	0	4.32e+22	4.183327e+22	2.984167e+22	1.19916e+22	1.366733e+21	0	0	1.10365e+24	9.766342e-11	4.306412e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.04886759	7.209709e+26	2.301694e+28	
41	1273	1e+19	50	5e-06	3.5424e+23	3.429184e+23	2.446476e+23	9.827087e+22	1.132156e+22	0	4.428e+22	4.28648e+22	3.058095e+22	1.228386e+22	1.415195e+21	0	0	1.101869e+24	9.852387e-11	4.414107e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.05008928	7.209709e+26	2.301694e+28	
42	1273	1e+19	50	5e-06	3.6288e+23	3.511661e+23	2.505596e+23	1.006065e+23	1.171386e+22	0	4.536e+22	4.389577e+22	3.131996e+22	1.257581e+22	1.464233e+21	0	0	1.100123e+24	9.937039e-11	4.521688e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.05131097	7.209709e+26	2.301694e+28	
43	1273	1e+19	50	5e-06	3.7152e+23	3.594093e+23	2.564696e+23	1.029397e+23	1.211072e+22	0	4.644e+22	4.492616e+22	3.20587e+22	1.286746e+22	1.51384e+21	0	0	1.098409e+24	1.002035e-10	4.629156e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.05253266	7.209709e+26	2.301694e+28	
44	1273	1e+19	50	5e-06	3.8016e+23	3.676479e+23	2.623775e+23	1.052704e+23	1.251208e+22	0	4.752e+22	4.595599e+22	3.279718e+22	1.315881e+22	1.56401e+21	0	0	1.096727e+24	1.010238e-10	4.736512e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.05375435	7.209709e+26	2.301694e+28	
45	1273	1e+19	50	5e-06	3.888e+23	3.758821e+23	2.682833e+23	1.075988e+23	1.29179e+22	0	4.86e+22	4.698526e+22	3.353541e+22	1.344985e+22	1.614738e+21	0	0	1.095075e+24	1.018318e-10	4.843756e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.05497604	7.209709e+26	2.301694e+28	
46	1273	1e+19	50	5e-06	3.9744e+23	3.841119e+23	2.741871e+23	1.099248e+23	1.332814e+22	0	4.968e+22	4.801398e+22	3.427338e+22	1.37406e+22	1.666017e+21	0	0	1.093452e+24	1.026278e-10	4.950891e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.05619773	7.209709e+26	2.301694e+28	
47	1273	1e+19	50	5e-06	4.0608e+23	3.923373e+23	2.800888e+23	1.122485e+23	1.374274e+22	0	5.076e+22	4.904216e+22	3.50111e+22	1.403106e+22	1.717843e+21	0	0	1.091857e+24	1.034124e-10	5.057915e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.05741942	7.209709e+26	2.301694e+28	
48	1273	1e+19	50	5e-06	4.1472e+23	4.005583e+23	2.859886e+23	1.145698e+23	1.416167e+22	0	5.184e+22	5.006979e+22	3.574857e+22	1.432122e+22	1.770209e+21	0	0	1.090289e+24	1.041858e-10	5.164832e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.05864111	7.209709e+26	2.301694e+28	
49	1273	1e+19	50	5e-06	4.2336e+23	4.087751e+23	2.918864e+23	1.168887e+23	1.458489e+22	0	5.292e+22	5.109689e+22	3.64858e+22	1.461109e+22	1.823111e+21	0	0	1.088746e+24	1.049487e-10	5.271641e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.05986279	7.209709e+26	2.301694e+28	
50	1273	1e+19	50	5e-06	4.32e+23	4.169877e+23	2.977822e+23	1.192054e+23	1.501234e+22	0	5.4e+22	5.212346e+22	3.722278e+22	1.490068e+22	1.876543e+21	0	0	1.087228e+24	1.057012e-10	5.378343e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.06108448	7.209709e+26	2.301694e+28	
51	1273	1e+19	50	5e-06	4.4064e+23	4.25196e+23	3.036761e+23	1.215199e+23	1.5444e+22	0	5.508e+22	5.31495e+22	3.795952e+22	1.518998e+22	1.9305e+21	0	0	1.085734e+24	1.064437e-10	5.48494e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.06230617	7.209709e+26	2.301694e+28	
52	1273	1e+19	50	5e-06	4.4928e+23	4.334002e+23	3.095682e+23	1.23832e+23	1.587983e+22	0	5.616e+22	5.417502e+22	3.869602e+22	1.5479e+22	1.984978e+21	0	0	1.084264e+24	1.071766e-10	5.591432e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.06352786	7.209709e+26	2.301694e+28	
53	1273	1e+19	50	5e-06	4.5792e+23	4.416002e+23	3.154583e+23	1.261419e+23	1.631978e+22	0	5.724e+22	5.520003e+22	3.943229e+22	1.576774e+22	2.039972e+21	0	0	1.082815e+24	1.079001e-10	5.69782e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.06474955	7.209709e+26	2.301694e+28	
54	1273	1e+19	50	5e-06	4.6656e+23	4.497962e+23	3.213466e+23	1.284496e+23	1.676382e+22	0	5.832e+22	5.622452e+22	4.016832e+22	1.60562e+22	2.095477e+21	0	0	1.081389e+24	1.086146e-10	5.804105e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.06597124	7.209709e+26	2.301694e+28	
55	1273	1e+19	50	5e-06	4.752e+23	4.579881e+23	3.27233e+23	1.307551e+23	1.721191e+22	0	5.94e+22	5.724851e+22	4.090413e+22	1.634439e+22	2.151489e+21	0	0	1.079983e+24	1.093204e-10	5.910287e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.06719293	7.209709e+26	2.301694e+28	
56	1273	1e+19	50	5e-06	4.8384e+23	4.66176e+23	3.331176e+23	1.330584e+23	1.766402e+22	0	6.048e+22	5.8272e+22	4.16397e+22	1.66323e+22	2.208002e+21	0	0	1.078597e+24	1.100176e-10	6.016368e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.06841462	7.209709e+26	2.301694e+28	
57	1273	1e+19	50	5e-06	4.9248e+23	4.743599e+23	3.390004e+23	1.353595e+23	1.812011e+22	0	6.156e+22	5.929499e+22	4.237505e+22	1.691994e+22	2.265014e+21	0	0	1.077231e+24	1.107066e-10	6.122348e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.06963631	7.209709e+26	2.301694e+28	
58	1273	1e+19	50	5e-06	5.0112e+23	4.825398e+23	3.448814e+23	1.376584e+23	1.858015e+22	0	6.264e+22	6.031748e+22	4.311018e+22	1.72073e+22	2.322519e+21	0	0	1.075883e+24	1.113876e-10	6.228228e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.070858	7.209709e+26	2.301694e+28	
59	1273	1e+19	50	5e-06	5.0976e+23	4.907159e+23	3.507606e+23	1.399553e+23	1.904411e+22	0	6.372e+22	6.133949e+22	4.384508e+22	1.749441e+22	2.380514e+21	0	0	1.074554e+24	1.120609e-10	6.334009e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.07207969	7.209709e+26	2.301694e+28	
60	1273	1e+19	50	5e-06	5.184e+23	4.988881e+23	3.566381e+23	1.422499e+23	1.951195e+22	0	6.48e+22	6.236101e+22	4.457976e+22	1.778124e+22	2.438994e+21	0	0	1.073243e+24	1.127265e-10	6.439691e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.07330138	7.209709e+26	2.301694e+28	
61	1273	1e+19	50	5e-06	5.2704e+23	5.070564e+23	3.625138e+23	1.445425e+23	1.998364e+22	0	6.588e+22	6.338204e+22	4.531423e+22	1.806781e+22	2.497955e+21	0	0	1.071949e+24	1.133849e-10	6.545275e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.07452307	7.209709e+26	2.301694e+28	
62	1273	1e+19	50	5e-06	5.3568e+23	5.152208e+23	3.683879e+23	1.46833e+23	2.045916e+22	0	6.696e+22	6.440261e+22	4.604848e+22	1.835412e+22	2.557395e+21	0	0	1.070672e+24	1.140361e-10	6.650762e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.07574476	7.209709e+26	2.301694e+28	
63	1273	1e+19	50	5e-06	5.4432e+23	5.233815e+23	3.742602e+23	1.491214e+23	2.093846e+22	0	6.804e+22	6.542269e+22	4.678252e+22	1.864017e+22	2.617308e+21	0	0	1.069411e+24	1.146803e-10	6.756153e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.07696645	7.209709e+26	2.301694e+28	
64	1273	1e+19	50	5e-06	5.5296e+23	5.315385e+23	3.801308e+23	1.514077e+23	2.142153e+22	0	6.912e+22	6.644231e+22	4.751634e+22	1.892596e+22	2.677691e+21	0	0	1.068166e+24	1.153178e-10	6.861448e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.07818814	7.209709e+26	2.301694e+28	
65	1273	1e+19	50	5e-06	5.616e+23	5.396917e+23	3.859997e+23	1.53692e+23	2.190833e+22	0	7.02e+22	6.746146e+22	4.824996e+22	1.92115e+22	2.738541e+21	0	0	1.066936e+24	1.159486e-10	6.966647e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.07940983	7.209709e+26	2.301694e+28	
66	1273	1e+19	50	5e-06	5.7024e+23	5.478412e+23	3.918669e+23	1.559742e+23	2.239883e+22	0	7.128e+22	6.848015e+22	4.898337e+22	1.949678e+22	2.799854e+21	0	0	1.065721e+24	1.165731e-10	7.071753e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.08063152	7.209709e+26	2.301694e+28	
67	1273	1e+19	50	5e-06	5.7888e+23	5.55987e+23	3.977326e+23	1.582544e+23	2.289301e+22	0	7.236e+22	6.949837e+22	4.971657e+22	1.97818e+22	2.861627e+21	0	0	1.064521e+24	1.171913e-10	7.176764e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.08185321	7.209709e+26	2.301694e+28	
68	1273	1e+19	50	5e-06	5.8752e+23	5.641292e+23	4.035965e+23	1.605326e+23	2.339084e+22	0	7.344e+22	7.051614e+22	5.044957e+22	2.006658e+22	2.923855e+21	0	0	1.063334e+24	1.178034e-10	7.281682e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.0830749	7.209709e+26	2.301694e+28	
69	1273	1e+19	50	5e-06	5.9616e+23	5.722677e+23	4.094589e+23	1.628088e+23	2.38923e+22	0	7.452e+22	7.153346e+22	5.118236e+22	2.03511e+22	2.986537e+21	0	0	1.062162e+24	1.184095e-10	7.386508e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.08429659	7.209709e+26	2.301694e+28	
70	1273	1e+19	50	5e-06	6.048e+23	5.804027e+23	4.153196e+23	1.65083e+23	2.439735e+22	0	7.56e+22	7.255033e+22	5.191495e+22	2.063538e+22	3.049668e+21	0	0	1.061003e+24	1.190098e-10	7.491241e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.08551828	7.209709e+26	2.301694e+28	
71	1273	1e+19	50	5e-06	6.1344e+23	5.88534e+23	4.211788e+23	1.673553e+23	2.490597e+22	0	7.668e+22	7.356675e+22	5.264734e+22	2.091941e+22	3.113246e+21	0	0	1.059857e+24	1.196045e-10	7.595883e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.08673997	7.209709e+26	2.301694e+28	
72	1273	1e+19	50	5e-06	6.2208e+23	5.966619e+23	4.270363e+23	1.696256e+23	2.541813e+22	0	7.776e+22	7.458273e+22	5.337954e+22	2.120319e+22	3.177267e+21	0	0	1.058724e+24	1.201936e-10	7.700435e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.08796166	7.209709e+26	2.301694e+28	
73	1273	1e+19	50	5e-06	6.3072e+23	6.047862e+23	4.328923e+23	1.718939e+23	2.593382e+22	0	7.884e+22	7.559827e+22	5.411154e+22	2.148674e+22	3.241728e+21	0	0	1.057604e+24	1.207773e-10	7.804896e-06	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	0.08918335	7.209709e+26	2.301694e+28	
74	1273	1e+19	50	5e-06	6.3936e+23	6.12907e+23	4.387467e+23	1.741603e+23	2.645301e+22	0	7.992e+22	7.661337e+22	5.484334e+22	2.177003e+22	3.306627e+21	0	0	1.056495e+24	1.213557e-10	7.909267e-06	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	0.09040504	7.209709e+26	2.301694e+28	
