Filename,iGrainGrowth,iFissionGasDiffusivity,iDiffusionSolver,iIntraGranularBubbleBehavior,iResolutionRate,iTrappingRate,iNucleationRate,iOutput,iGrainBoundaryVacancyDiffusivity,iGrainBoundaryBehaviour,iGrainBoundaryMicroCracking,iFuelMatrix,iGrainBoundaryVenting,iRadioactiveFissionGas,iHelium,iHeDiffusivity,iGrainBoundarySweeping,iHighBurnupStructureFormation,iHighBurnupStructurePorosity,iHeliumProductionRate,iStoichiometryDeviation,iBubbledifusivity,iChromiumSolubility,Time (hr),Temperature (K),Fission Rate (fissions/m^3/s),Hydrostatic Stress (MPa),Time (hr),Temperature (K),Fission Rate (fissions/m^3/s),Hydrostatic Stress (MPa),Grain radius (m),Xe produced (at/m3),Xe produced in HBS (at/m3),Xe in grain (at/m3),Xe in grain HBS (at/m3),Xe in intragranular solution (at/m3),Xe in intragranular bubbles (at/m3),Xe at grain boundary (at/m3),Xe released (at/m3),Kr produced (at/m3),Kr in grain (at/m3),Kr in intragranular solution (at/m3),Kr in intragranular bubbles (at/m3),Kr at grain boundary (at/m3),Kr released (at/m3),He produced (at/m3),He in grain (at/m3),He in intragranular solution (at/m3),He in intragranular bubbles (at/m3),He at grain boundary (at/m3),He at grain boundary (alias/variant) (at/m3),He released (at/m3),Xe133 produced (at/m3),Xe133 in grain (at/m3),Xe133 in intragranular solution (at/m3),Xe133 in intragranular bubbles (at/m3),Xe133 decayed (at/m3),Xe133 at grain boundary (at/m3),Xe133 released (at/m3),Kr85m produced (at/m3),Kr85m in grain (at/m3),Kr85m in intragranular solution (at/m3),Kr85m in intragranular bubbles (at/m3),Kr85m decayed (at/m3),Kr85m at grain boundary (at/m3),Kr85m released (at/m3),Intragranular bubble concentration (bub/m3),Intragranular bubble radius (m),Xe atoms per intragranular bubble,Kr atoms per intragranular bubble,He atoms per intragranular bubble,Intragranular gas bubble swelling,Intragranular gas solution swelling,Intergranular bubble concentration (bub/m2),Xe atoms per intergranular bubble,Kr atoms per intergranular bubble,He atoms per intergranular bubble,Intergranular atoms per bubble,Intergranular vacancies per bubble,Intergranular bubble radius (m),Intergranular bubble area (m2),Intergranular bubble volume (m3),Intergranular fractional coverage,Intergranular saturation fractional coverage,Intergranular gas swelling,Intergranular fractional intactness,Burnup (MWd/kgUO2),FIMA (%),Effective burnup (MWd/kgUO2),Irradiation time (h),Fuel density (kg/m3),U234 (at/m3),U235 (at/m3),U236 (at/m3),U237 (at/m3),U238 (at/m3),Intergranular vented fraction,Intergranular venting probability,Restructured volume fraction,Intragranular similarity ratio,Stoichiometry deviation,Fuel oxygen partial pressure (MPa),HBS porosity,HBS pore density (pores/m3),HBS pore volume (m3),HBS pore radius (m),Xe in HBS pores (at/m3),Xe in HBS pores - variance (at^2/m3),Xe atoms per HBS pore (at/pore),Xe atoms per HBS pore - variance (at^2/pore),Chromium content (µg/g),Lattice parameter (m),Theoretical density (kg/m3),Chromium solubility (% weight/UO2),Chromia solubility (% weight/UO2),Chromium solution (at/m3),Chromium precipitate (at/m3),Chromia solution (at/m3),Chromia precipitate (at/m3),Diffusion coefficient (m2/s),Resolution rate, Trapping rate, Nucleation rate, Diffusivity, Temperature, Fission rate, Cent parameter, Helium production rate, Dummy,
filename1.csv,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,1273.000000,10000000000000000000.000000,0.000000,5500.000000,1273.000000,10000000000000000000.000000,0.000000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10641.000000,0.000000,3.000000,0.000000,0.000000,97.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000.000000,1273.000000,10000000000000000000.000000,0.000000,5500.000000,1273.000000,10000000000000000000.000000,0.000000,0.000000,
