Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
10478	1550	1e+19	0	6.09785e-06	9.052992e+25	3.333967e+25	1.354796e+25	1.979171e+25	2.638626e+25	3.080399e+25	1.131624e+25	4.167459e+24	1.693496e+24	2.473963e+24	3.298283e+24	3.850498e+24	0.3402631	4.030555e+23	8.140125e-10	0.0009106399	1.820718e+10	3.313928e+09	9.860813e+11	3.859533e-06	2.746169e-11	4.060486e-17	0.5	0.5	0.3637184	1	12.80086	7.209709e+26	2.301694e+28	
10479	1550	1e+19	0	6.09785e-06	9.053856e+25	3.334081e+25	1.354854e+25	1.979227e+25	2.639066e+25	3.080709e+25	1.131732e+25	4.167601e+24	1.693567e+24	2.474034e+24	3.298833e+24	3.850886e+24	0.3402649	4.030506e+23	8.140236e-10	0.0009106659	1.82038e+10	3.315098e+09	9.863561e+11	3.859892e-06	2.74668e-11	4.06162e-17	0.5	0.5	0.3637523	1	12.80209	7.209709e+26	2.301694e+28	
10480	1550	1e+19	0	6.09785e-06	9.05472e+25	3.334194e+25	1.354911e+25	1.979284e+25	2.639506e+25	3.081019e+25	1.13184e+25	4.167743e+24	1.693638e+24	2.474105e+24	3.299383e+24	3.851274e+24	0.3402666	4.030456e+23	8.140346e-10	0.0009106919	1.820041e+10	3.316268e+09	9.86631e+11	3.860251e-06	2.747191e-11	4.062754e-17	0.5	0.5	0.3637861	1	12.80331	7.209709e+26	2.301694e+28	
10481	1550	1e+19	0	6.09785e-06	9.055584e+25	3.334308e+25	1.354968e+25	1.97934e+25	2.639946e+25	3.081329e+25	1.131948e+25	4.167885e+24	1.69371e+24	2.474175e+24	3.299933e+24	3.851662e+24	0.3402684	4.030407e+23	8.140457e-10	0.0009107179	1.819702e+10	3.317438e+09	9.86906e+11	3.86061e-06	2.747702e-11	4.063888e-17	0.5	0.5	0.36382	1	12.80453	7.209709e+26	2.301694e+28	
10482	1550	1e+19	0	6.09785e-06	9.056448e+25	3.334422e+25	1.355025e+25	1.979397e+25	2.640387e+25	3.08164e+25	1.132056e+25	4.168027e+24	1.693781e+24	2.474246e+24	3.300483e+24	3.85205e+24	0.3402702	4.030358e+23	8.140568e-10	0.0009107439	1.819364e+10	3.318608e+09	9.871809e+11	3.860969e-06	2.748214e-11	4.065022e-17	0.5	0.5	0.3638538	1	12.80575	7.209709e+26	2.301694e+28	
10483	1550	1e+19	0	6.09785e-06	9.057312e+25	3.334535e+25	1.355082e+25	1.979453e+25	2.640827e+25	3.08195e+25	1.132164e+25	4.168169e+24	1.693853e+24	2.474317e+24	3.301034e+24	3.852437e+24	0.340272	4.030309e+23	8.140678e-10	0.00091077	1.819025e+10	3.319779e+09	9.874559e+11	3.861328e-06	2.748725e-11	4.066157e-17	0.5	0.5	0.3638877	1	12.80697	7.209709e+26	2.301694e+28	
10484	1550	1e+19	0	6.09785e-06	9.058176e+25	3.334649e+25	1.355139e+25	1.97951e+25	2.641267e+25	3.08226e+25	1.132272e+25	4.168311e+24	1.693924e+24	2.474387e+24	3.301584e+24	3.852825e+24	0.3402738	4.03026e+23	8.140789e-10	0.000910796	1.818687e+10	3.32095e+09	9.87731e+11	3.861687e-06	2.749236e-11	4.067291e-17	0.5	0.5	0.3639215	1	12.80819	7.209709e+26	2.301694e+28	
10485	1550	1e+19	0	6.09785e-06	9.05904e+25	3.334763e+25	1.355196e+25	1.979566e+25	2.641707e+25	3.08257e+25	1.13238e+25	4.168453e+24	1.693995e+24	2.474458e+24	3.302134e+24	3.853213e+24	0.3402756	4.030211e+23	8.140899e-10	0.000910822	1.818349e+10	3.322121e+09	9.88006e+11	3.862047e-06	2.749747e-11	4.068426e-17	0.5	0.5	0.3639554	1	12.80942	7.209709e+26	2.301694e+28	
10486	1550	1e+19	0	6.09785e-06	9.059904e+25	3.334876e+25	1.355253e+25	1.979623e+25	2.642147e+25	3.08288e+25	1.132488e+25	4.168595e+24	1.694067e+24	2.474528e+24	3.302684e+24	3.853601e+24	0.3402774	4.030161e+23	8.14101e-10	0.0009108479	1.818011e+10	3.323293e+09	9.882811e+11	3.862406e-06	2.750259e-11	4.069561e-17	0.5	0.5	0.3639892	1	12.81064	7.209709e+26	2.301694e+28	
10487	1550	1e+19	0	6.09785e-06	9.060768e+25	3.33499e+25	1.35531e+25	1.979679e+25	2.642588e+25	3.083191e+25	1.132596e+25	4.168737e+24	1.694138e+24	2.474599e+24	3.303235e+24	3.853988e+24	0.3402792	4.030112e+23	8.14112e-10	0.0009108739	1.817673e+10	3.324464e+09	9.885562e+11	3.862765e-06	2.75077e-11	4.070696e-17	0.5	0.5	0.364023	1	12.81186	7.209709e+26	2.301694e+28	
10488	1550	1e+19	0	6.09785e-06	9.061632e+25	3.335103e+25	1.355367e+25	1.979736e+25	2.643028e+25	3.083501e+25	1.132704e+25	4.168879e+24	1.694209e+24	2.47467e+24	3.303785e+24	3.854376e+24	0.340281	4.030063e+23	8.141231e-10	0.0009108999	1.817335e+10	3.325636e+09	9.888314e+11	3.863124e-06	2.751281e-11	4.071831e-17	0.5	0.5	0.3640569	1	12.81308	7.209709e+26	2.301694e+28	
10489	1550	1e+19	0	6.09785e-06	9.062496e+25	3.335217e+25	1.355424e+25	1.979792e+25	2.643468e+25	3.083811e+25	1.132812e+25	4.169021e+24	1.694281e+24	2.47474e+24	3.304335e+24	3.854764e+24	0.3402828	4.030014e+23	8.141341e-10	0.0009109259	1.816997e+10	3.326809e+09	9.891066e+11	3.863483e-06	2.751793e-11	4.072966e-17	0.5	0.5	0.3640907	1	12.8143	7.209709e+26	2.301694e+28	
10490	1550	1e+19	0	6.09785e-06	9.06336e+25	3.33533e+25	1.355482e+25	1.979849e+25	2.643908e+25	3.084121e+25	1.13292e+25	4.169163e+24	1.694352e+24	2.474811e+24	3.304886e+24	3.855152e+24	0.3402845	4.029965e+23	8.141452e-10	0.0009109519	1.81666e+10	3.327981e+09	9.893818e+11	3.863842e-06	2.752304e-11	4.074101e-17	0.5	0.5	0.3641245	1	12.81552	7.209709e+26	2.301694e+28	
10491	1550	1e+19	0	6.09785e-06	9.064224e+25	3.335444e+25	1.355539e+25	1.979905e+25	2.644349e+25	3.084432e+25	1.133028e+25	4.169305e+24	1.694423e+24	2.474881e+24	3.305436e+24	3.855539e+24	0.3402863	4.029916e+23	8.141562e-10	0.0009109779	1.816322e+10	3.329154e+09	9.89657e+11	3.8642e-06	2.752815e-11	4.075237e-17	0.5	0.5	0.3641583	1	12.81675	7.209709e+26	2.301694e+28	
10492	1550	1e+19	0	6.09785e-06	9.065088e+25	3.335557e+25	1.355596e+25	1.979961e+25	2.644789e+25	3.084742e+25	1.133136e+25	4.169446e+24	1.694494e+24	2.474952e+24	3.305986e+24	3.855927e+24	0.3402881	4.029867e+23	8.141672e-10	0.0009110038	1.815985e+10	3.330327e+09	9.899323e+11	3.864559e-06	2.753327e-11	4.076372e-17	0.5	0.5	0.3641922	1	12.81797	7.209709e+26	2.301694e+28	
10493	1550	1e+19	0	6.09785e-06	9.065952e+25	3.33567e+25	1.355653e+25	1.980018e+25	2.645229e+25	3.085052e+25	1.133244e+25	4.169588e+24	1.694566e+24	2.475022e+24	3.306537e+24	3.856315e+24	0.3402899	4.029818e+23	8.141783e-10	0.0009110298	1.815648e+10	3.3315e+09	9.902076e+11	3.864918e-06	2.753838e-11	4.077508e-17	0.5	0.5	0.364226	1	12.81919	7.209709e+26	2.301694e+28	
10494	1550	1e+19	0	6.09785e-06	9.066816e+25	3.335784e+25	1.35571e+25	1.980074e+25	2.64567e+25	3.085362e+25	1.133352e+25	4.16973e+24	1.694637e+24	2.475093e+24	3.307087e+24	3.856703e+24	0.3402917	4.029769e+23	8.141893e-10	0.0009110557	1.815311e+10	3.332673e+09	9.90483e+11	3.865277e-06	2.75435e-11	4.078644e-17	0.5	0.5	0.3642598	1	12.82041	7.209709e+26	2.301694e+28	
10495	1550	1e+19	0	6.09785e-06	9.06768e+25	3.335897e+25	1.355767e+25	1.980131e+25	2.64611e+25	3.085673e+25	1.13346e+25	4.169872e+24	1.694708e+24	2.475163e+24	3.307638e+24	3.857091e+24	0.3402935	4.02972e+23	8.142003e-10	0.0009110817	1.814974e+10	3.333847e+09	9.907584e+11	3.865636e-06	2.754861e-11	4.07978e-17	0.5	0.5	0.3642936	1	12.82163	7.209709e+26	2.301694e+28	
10496	1550	1e+19	0	6.09785e-06	9.068544e+25	3.336011e+25	1.355824e+25	1.980187e+25	2.646551e+25	3.085983e+25	1.133568e+25	4.170013e+24	1.694779e+24	2.475234e+24	3.308188e+24	3.857478e+24	0.3402953	4.029671e+23	8.142114e-10	0.0009111076	1.814637e+10	3.335021e+09	9.910338e+11	3.865995e-06	2.755372e-11	4.080916e-17	0.5	0.5	0.3643274	1	12.82285	7.209709e+26	2.301694e+28	
10497	1550	1e+19	0	6.09785e-06	9.069408e+25	3.336124e+25	1.355881e+25	1.980243e+25	2.646991e+25	3.086293e+25	1.133676e+25	4.170155e+24	1.694851e+24	2.475304e+24	3.308739e+24	3.857866e+24	0.3402971	4.029622e+23	8.142224e-10	0.0009111336	1.8143e+10	3.336195e+09	9.913092e+11	3.866354e-06	2.755884e-11	4.082052e-17	0.5	0.5	0.3643612	1	12.82408	7.209709e+26	2.301694e+28	
10498	1550	1e+19	0	6.09785e-06	9.070272e+25	3.336237e+25	1.355938e+25	1.9803e+25	2.647431e+25	3.086603e+25	1.133784e+25	4.170297e+24	1.694922e+24	2.475375e+24	3.309289e+24	3.858254e+24	0.3402989	4.029573e+23	8.142334e-10	0.0009111595	1.813963e+10	3.337369e+09	9.915847e+11	3.866712e-06	2.756395e-11	4.083189e-17	0.5	0.5	0.3643951	1	12.8253	7.209709e+26	2.301694e+28	
10499	1550	1e+19	0	6.09785e-06	9.071136e+25	3.336351e+25	1.355994e+25	1.980356e+25	2.647872e+25	3.086913e+25	1.133892e+25	4.170438e+24	1.694993e+24	2.475445e+24	3.30984e+24	3.858642e+24	0.3403007	4.029524e+23	8.142445e-10	0.0009111855	1.813627e+10	3.338544e+09	9.918602e+11	3.867071e-06	2.756907e-11	4.084325e-17	0.5	0.5	0.3644289	1	12.82652	7.209709e+26	2.301694e+28	
10500	1550	1e+19	0	6.09785e-06	9.072e+25	3.336464e+25	1.356051e+25	1.980413e+25	2.648312e+25	3.087224e+25	1.134e+25	4.17058e+24	1.695064e+24	2.475516e+24	3.31039e+24	3.85903e+24	0.3403024	4.029475e+23	8.142555e-10	0.0009112114	1.81329e+10	3.339718e+09	9.921358e+11	3.86743e-06	2.757418e-11	4.085462e-17	0.5	0.5	0.3644627	1	12.82774	7.209709e+26	2.301694e+28	
10501	1550	1e+19	0	6.09785e-06	9.072864e+25	3.336577e+25	1.356108e+25	1.980469e+25	2.648753e+25	3.087534e+25	1.134108e+25	4.170722e+24	1.695135e+24	2.475586e+24	3.310941e+24	3.859417e+24	0.3403042	4.029426e+23	8.142665e-10	0.0009112373	1.812954e+10	3.340894e+09	9.924113e+11	3.867788e-06	2.75793e-11	4.086599e-17	0.5	0.5	0.3644965	1	12.82896	7.209709e+26	2.301694e+28	
10502	1550	1e+19	0	6.09785e-06	9.073728e+25	3.336691e+25	1.356165e+25	1.980525e+25	2.649193e+25	3.087844e+25	1.134216e+25	4.170863e+24	1.695207e+24	2.475657e+24	3.311492e+24	3.859805e+24	0.340306	4.029377e+23	8.142775e-10	0.0009112632	1.812618e+10	3.342069e+09	9.926869e+11	3.868147e-06	2.758441e-11	4.087736e-17	0.5	0.5	0.3645303	1	12.83019	7.209709e+26	2.301694e+28	
10503	1550	1e+19	0	6.09785e-06	9.074592e+25	3.336804e+25	1.356222e+25	1.980582e+25	2.649634e+25	3.088154e+25	1.134324e+25	4.171005e+24	1.695278e+24	2.475727e+24	3.312042e+24	3.860193e+24	0.3403078	4.029328e+23	8.142885e-10	0.0009112892	1.812282e+10	3.343244e+09	9.929626e+11	3.868506e-06	2.758953e-11	4.088873e-17	0.5	0.5	0.3645641	1	12.83141	7.209709e+26	2.301694e+28	
10504	1550	1e+19	0	6.09785e-06	9.075456e+25	3.336917e+25	1.356279e+25	1.980638e+25	2.650074e+25	3.088465e+25	1.134432e+25	4.171146e+24	1.695349e+24	2.475797e+24	3.312593e+24	3.860581e+24	0.3403096	4.029279e+23	8.142996e-10	0.0009113151	1.811946e+10	3.34442e+09	9.932382e+11	3.868864e-06	2.759464e-11	4.09001e-17	0.5	0.5	0.3645979	1	12.83263	7.209709e+26	2.301694e+28	
10505	1550	1e+19	0	6.09785e-06	9.07632e+25	3.33703e+25	1.356336e+25	1.980694e+25	2.650515e+25	3.088775e+25	1.13454e+25	4.171288e+24	1.69542e+24	2.475868e+24	3.313144e+24	3.860969e+24	0.3403114	4.02923e+23	8.143106e-10	0.000911341	1.81161e+10	3.345596e+09	9.935139e+11	3.869223e-06	2.759976e-11	4.091148e-17	0.5	0.5	0.3646317	1	12.83385	7.209709e+26	2.301694e+28	
10506	1550	1e+19	0	6.09785e-06	9.077184e+25	3.337143e+25	1.356393e+25	1.98075e+25	2.650955e+25	3.089085e+25	1.134648e+25	4.171429e+24	1.695491e+24	2.475938e+24	3.313694e+24	3.861357e+24	0.3403132	4.029181e+23	8.143216e-10	0.0009113669	1.811274e+10	3.346773e+09	9.937897e+11	3.869581e-06	2.760488e-11	4.092285e-17	0.5	0.5	0.3646654	1	12.83507	7.209709e+26	2.301694e+28	
10507	1550	1e+19	0	6.09785e-06	9.078048e+25	3.337257e+25	1.35645e+25	1.980807e+25	2.651396e+25	3.089396e+25	1.134756e+25	4.171571e+24	1.695562e+24	2.476008e+24	3.314245e+24	3.861744e+24	0.340315	4.029132e+23	8.143326e-10	0.0009113928	1.810939e+10	3.347949e+09	9.940654e+11	3.86994e-06	2.760999e-11	4.093423e-17	0.5	0.5	0.3646992	1	12.83629	7.209709e+26	2.301694e+28	
10508	1550	1e+19	0	6.09785e-06	9.078912e+25	3.33737e+25	1.356507e+25	1.980863e+25	2.651837e+25	3.089706e+25	1.134864e+25	4.171712e+24	1.695633e+24	2.476079e+24	3.314796e+24	3.862132e+24	0.3403167	4.029083e+23	8.143436e-10	0.0009114187	1.810603e+10	3.349126e+09	9.943412e+11	3.870298e-06	2.761511e-11	4.09456e-17	0.5	0.5	0.364733	1	12.83752	7.209709e+26	2.301694e+28	
10509	1550	1e+19	0	6.09785e-06	9.079776e+25	3.337483e+25	1.356564e+25	1.980919e+25	2.652277e+25	3.090016e+25	1.134972e+25	4.171854e+24	1.695704e+24	2.476149e+24	3.315346e+24	3.86252e+24	0.3403185	4.029035e+23	8.143546e-10	0.0009114446	1.810268e+10	3.350303e+09	9.946171e+11	3.870657e-06	2.762022e-11	4.095698e-17	0.5	0.5	0.3647668	1	12.83874	7.209709e+26	2.301694e+28	
10510	1550	1e+19	0	6.09785e-06	9.08064e+25	3.337596e+25	1.35662e+25	1.980975e+25	2.652718e+25	3.090326e+25	1.13508e+25	4.171995e+24	1.695776e+24	2.476219e+24	3.315897e+24	3.862908e+24	0.3403203	4.028986e+23	8.143656e-10	0.0009114705	1.809933e+10	3.35148e+09	9.948929e+11	3.871015e-06	2.762534e-11	4.096836e-17	0.5	0.5	0.3648006	1	12.83996	7.209709e+26	2.301694e+28	
10511	1550	1e+19	0	6.09785e-06	9.081504e+25	3.337709e+25	1.356677e+25	1.981032e+25	2.653158e+25	3.090637e+25	1.135188e+25	4.172136e+24	1.695847e+24	2.47629e+24	3.316448e+24	3.863296e+24	0.3403221	4.028937e+23	8.143766e-10	0.0009114963	1.809597e+10	3.352658e+09	9.951688e+11	3.871374e-06	2.763045e-11	4.097974e-17	0.5	0.5	0.3648344	1	12.84118	7.209709e+26	2.301694e+28	
10512	1550	1e+19	0	6.09785e-06	9.082368e+25	3.337822e+25	1.356734e+25	1.981088e+25	2.653599e+25	3.090947e+25	1.135296e+25	4.172278e+24	1.695918e+24	2.47636e+24	3.316999e+24	3.863684e+24	0.3403239	4.028888e+23	8.143876e-10	0.0009115222	1.809262e+10	3.353835e+09	9.954448e+11	3.871732e-06	2.763557e-11	4.099113e-17	0.5	0.5	0.3648681	1	12.8424	7.209709e+26	2.301694e+28	
10513	1550	1e+19	0	6.09785e-06	9.083232e+25	3.337935e+25	1.356791e+25	1.981144e+25	2.65404e+25	3.091257e+25	1.135404e+25	4.172419e+24	1.695989e+24	2.47643e+24	3.31755e+24	3.864071e+24	0.3403257	4.028839e+23	8.143986e-10	0.0009115481	1.808928e+10	3.355013e+09	9.957207e+11	3.872091e-06	2.764069e-11	4.100251e-17	0.5	0.5	0.3649019	1	12.84362	7.209709e+26	2.301694e+28	
10514	1550	1e+19	0	6.09785e-06	9.084096e+25	3.338048e+25	1.356848e+25	1.9812e+25	2.65448e+25	3.091567e+25	1.135512e+25	4.17256e+24	1.69606e+24	2.4765e+24	3.318101e+24	3.864459e+24	0.3403275	4.02879e+23	8.144096e-10	0.000911574	1.808593e+10	3.356192e+09	9.959967e+11	3.872449e-06	2.76458e-11	4.10139e-17	0.5	0.5	0.3649357	1	12.84485	7.209709e+26	2.301694e+28	
10515	1550	1e+19	0	6.09785e-06	9.08496e+25	3.338161e+25	1.356905e+25	1.981257e+25	2.654921e+25	3.091878e+25	1.13562e+25	4.172701e+24	1.696131e+24	2.476571e+24	3.318651e+24	3.864847e+24	0.3403293	4.028741e+23	8.144206e-10	0.0009115998	1.808258e+10	3.35737e+09	9.962727e+11	3.872807e-06	2.765092e-11	4.102528e-17	0.5	0.5	0.3649695	1	12.84607	7.209709e+26	2.301694e+28	
10516	1550	1e+19	0	6.09785e-06	9.085824e+25	3.338274e+25	1.356961e+25	1.981313e+25	2.655362e+25	3.092188e+25	1.135728e+25	4.172843e+24	1.696202e+24	2.476641e+24	3.319202e+24	3.865235e+24	0.340331	4.028693e+23	8.144316e-10	0.0009116257	1.807923e+10	3.358549e+09	9.965488e+11	3.873166e-06	2.765604e-11	4.103667e-17	0.5	0.5	0.3650032	1	12.84729	7.209709e+26	2.301694e+28	
10517	1550	1e+19	0	6.09785e-06	9.086688e+25	3.338387e+25	1.357018e+25	1.981369e+25	2.655803e+25	3.092498e+25	1.135836e+25	4.172984e+24	1.696273e+24	2.476711e+24	3.319753e+24	3.865623e+24	0.3403328	4.028644e+23	8.144426e-10	0.0009116515	1.807589e+10	3.359728e+09	9.968249e+11	3.873524e-06	2.766115e-11	4.104806e-17	0.5	0.5	0.365037	1	12.84851	7.209709e+26	2.301694e+28	
10518	1550	1e+19	0	6.09785e-06	9.087552e+25	3.3385e+25	1.357075e+25	1.981425e+25	2.656243e+25	3.092809e+25	1.135944e+25	4.173125e+24	1.696344e+24	2.476781e+24	3.320304e+24	3.866011e+24	0.3403346	4.028595e+23	8.144535e-10	0.0009116774	1.807255e+10	3.360907e+09	9.97101e+11	3.873882e-06	2.766627e-11	4.105945e-17	0.5	0.5	0.3650707	1	12.84973	7.209709e+26	2.301694e+28	
10519	1550	1e+19	0	6.09785e-06	9.088416e+25	3.338613e+25	1.357132e+25	1.981481e+25	2.656684e+25	3.093119e+25	1.136052e+25	4.173266e+24	1.696415e+24	2.476852e+24	3.320855e+24	3.866398e+24	0.3403364	4.028546e+23	8.144645e-10	0.0009117032	1.80692e+10	3.362086e+09	9.973772e+11	3.874241e-06	2.767139e-11	4.107084e-17	0.5	0.5	0.3651045	1	12.85095	7.209709e+26	2.301694e+28	
10520	1550	1e+19	0	6.09785e-06	9.08928e+25	3.338726e+25	1.357189e+25	1.981537e+25	2.657125e+25	3.093429e+25	1.13616e+25	4.173408e+24	1.696486e+24	2.476922e+24	3.321406e+24	3.866786e+24	0.3403382	4.028497e+23	8.144755e-10	0.0009117291	1.806586e+10	3.363266e+09	9.976533e+11	3.874599e-06	2.767651e-11	4.108224e-17	0.5	0.5	0.3651383	1	12.85218	7.209709e+26	2.301694e+28	
10521	1550	1e+19	0	6.09785e-06	9.090144e+25	3.338839e+25	1.357245e+25	1.981594e+25	2.657566e+25	3.093739e+25	1.136268e+25	4.173549e+24	1.696557e+24	2.476992e+24	3.321957e+24	3.867174e+24	0.34034	4.028449e+23	8.144865e-10	0.0009117549	1.806252e+10	3.364446e+09	9.979296e+11	3.874957e-06	2.768162e-11	4.109363e-17	0.5	0.5	0.365172	1	12.8534	7.209709e+26	2.301694e+28	
10522	1550	1e+19	0	6.09785e-06	9.091008e+25	3.338952e+25	1.357302e+25	1.98165e+25	2.658007e+25	3.09405e+25	1.136376e+25	4.17369e+24	1.696628e+24	2.477062e+24	3.322508e+24	3.867562e+24	0.3403418	4.0284e+23	8.144975e-10	0.0009117807	1.805919e+10	3.365626e+09	9.982058e+11	3.875315e-06	2.768674e-11	4.110503e-17	0.5	0.5	0.3652058	1	12.85462	7.209709e+26	2.301694e+28	
10523	1550	1e+19	0	6.09785e-06	9.091872e+25	3.339065e+25	1.357359e+25	1.981706e+25	2.658447e+25	3.09436e+25	1.136484e+25	4.173831e+24	1.696699e+24	2.477132e+24	3.323059e+24	3.86795e+24	0.3403435	4.028351e+23	8.145084e-10	0.0009118066	1.805585e+10	3.366807e+09	9.984821e+11	3.875673e-06	2.769186e-11	4.111643e-17	0.5	0.5	0.3652395	1	12.85584	7.209709e+26	2.301694e+28	
10524	1550	1e+19	0	6.09785e-06	9.092736e+25	3.339178e+25	1.357416e+25	1.981762e+25	2.658888e+25	3.09467e+25	1.136592e+25	4.173972e+24	1.696769e+24	2.477202e+24	3.32361e+24	3.868338e+24	0.3403453	4.028302e+23	8.145194e-10	0.0009118324	1.805251e+10	3.367987e+09	9.987584e+11	3.876031e-06	2.769698e-11	4.112783e-17	0.5	0.5	0.3652733	1	12.85706	7.209709e+26	2.301694e+28	
10525	1550	1e+19	0	6.09785e-06	9.0936e+25	3.33929e+25	1.357472e+25	1.981818e+25	2.659329e+25	3.094981e+25	1.1367e+25	4.174113e+24	1.69684e+24	2.477273e+24	3.324161e+24	3.868726e+24	0.3403471	4.028254e+23	8.145304e-10	0.0009118582	1.804918e+10	3.369168e+09	9.990347e+11	3.876389e-06	2.770209e-11	4.113923e-17	0.5	0.5	0.365307	1	12.85828	7.209709e+26	2.301694e+28	
10526	1550	1e+19	0	6.09785e-06	9.094464e+25	3.339403e+25	1.357529e+25	1.981874e+25	2.65977e+25	3.095291e+25	1.136808e+25	4.174254e+24	1.696911e+24	2.477343e+24	3.324713e+24	3.869114e+24	0.3403489	4.028205e+23	8.145414e-10	0.000911884	1.804584e+10	3.370349e+09	9.993111e+11	3.876748e-06	2.770721e-11	4.115063e-17	0.5	0.5	0.3653408	1	12.85951	7.209709e+26	2.301694e+28	
10527	1550	1e+19	0	6.09785e-06	9.095328e+25	3.339516e+25	1.357586e+25	1.98193e+25	2.660211e+25	3.095601e+25	1.136916e+25	4.174395e+24	1.696982e+24	2.477413e+24	3.325264e+24	3.869501e+24	0.3403507	4.028156e+23	8.145523e-10	0.0009119098	1.804251e+10	3.371531e+09	9.995875e+11	3.877106e-06	2.771233e-11	4.116203e-17	0.5	0.5	0.3653745	1	12.86073	7.209709e+26	2.301694e+28	
10528	1550	1e+19	0	6.09785e-06	9.096192e+25	3.339629e+25	1.357642e+25	1.981986e+25	2.660652e+25	3.095911e+25	1.137024e+25	4.174536e+24	1.697053e+24	2.477483e+24	3.325815e+24	3.869889e+24	0.3403525	4.028108e+23	8.145633e-10	0.0009119356	1.803918e+10	3.372712e+09	9.99864e+11	3.877464e-06	2.771745e-11	4.117343e-17	0.5	0.5	0.3654083	1	12.86195	7.209709e+26	2.301694e+28	
10529	1550	1e+19	0	6.09785e-06	9.097056e+25	3.339741e+25	1.357699e+25	1.982042e+25	2.661093e+25	3.096222e+25	1.137132e+25	4.174677e+24	1.697124e+24	2.477553e+24	3.326366e+24	3.870277e+24	0.3403543	4.028059e+23	8.145743e-10	0.0009119614	1.803585e+10	3.373894e+09	1.00014e+12	3.877822e-06	2.772257e-11	4.118484e-17	0.5	0.5	0.365442	1	12.86317	7.209709e+26	2.301694e+28	
10530	1550	1e+19	0	6.09785e-06	9.09792e+25	3.339854e+25	1.357756e+25	1.982098e+25	2.661534e+25	3.096532e+25	1.13724e+25	4.174818e+24	1.697195e+24	2.477623e+24	3.326917e+24	3.870665e+24	0.340356	4.02801e+23	8.145852e-10	0.0009119872	1.803252e+10	3.375076e+09	1.000417e+12	3.87818e-06	2.772769e-11	4.119625e-17	0.5	0.5	0.3654757	1	12.86439	7.209709e+26	2.301694e+28	
10531	1550	1e+19	0	6.09785e-06	9.098784e+25	3.339967e+25	1.357813e+25	1.982154e+25	2.661975e+25	3.096842e+25	1.137348e+25	4.174959e+24	1.697266e+24	2.477693e+24	3.327468e+24	3.871053e+24	0.3403578	4.027962e+23	8.145962e-10	0.000912013	1.802919e+10	3.376259e+09	1.000693e+12	3.878538e-06	2.773281e-11	4.120766e-17	0.5	0.5	0.3655095	1	12.86561	7.209709e+26	2.301694e+28	
10532	1550	1e+19	0	6.09785e-06	9.099648e+25	3.34008e+25	1.357869e+25	1.98221e+25	2.662416e+25	3.097153e+25	1.137456e+25	4.1751e+24	1.697336e+24	2.477763e+24	3.32802e+24	3.871441e+24	0.3403596	4.027913e+23	8.146071e-10	0.0009120388	1.802586e+10	3.377441e+09	1.00097e+12	3.878895e-06	2.773792e-11	4.121906e-17	0.5	0.5	0.3655432	1	12.86684	7.209709e+26	2.301694e+28	
10533	1550	1e+19	0	6.09785e-06	9.100512e+25	3.340192e+25	1.357926e+25	1.982266e+25	2.662857e+25	3.097463e+25	1.137564e+25	4.17524e+24	1.697407e+24	2.477833e+24	3.328571e+24	3.871829e+24	0.3403614	4.027864e+23	8.146181e-10	0.0009120646	1.802254e+10	3.378624e+09	1.001247e+12	3.879253e-06	2.774304e-11	4.123048e-17	0.5	0.5	0.3655769	1	12.86806	7.209709e+26	2.301694e+28	
10534	1550	1e+19	0	6.09785e-06	9.101376e+25	3.340305e+25	1.357982e+25	1.982322e+25	2.663298e+25	3.097773e+25	1.137672e+25	4.175381e+24	1.697478e+24	2.477903e+24	3.329122e+24	3.872217e+24	0.3403632	4.027816e+23	8.14629e-10	0.0009120904	1.801921e+10	3.379807e+09	1.001523e+12	3.879611e-06	2.774816e-11	4.124189e-17	0.5	0.5	0.3656106	1	12.86928	7.209709e+26	2.301694e+28	
10535	1550	1e+19	0	6.09785e-06	9.10224e+25	3.340418e+25	1.358039e+25	1.982378e+25	2.663739e+25	3.098084e+25	1.13778e+25	4.175522e+24	1.697549e+24	2.477973e+24	3.329673e+24	3.872605e+24	0.340365	4.027767e+23	8.1464e-10	0.0009121161	1.801589e+10	3.380991e+09	1.0018e+12	3.879969e-06	2.775328e-11	4.12533e-17	0.5	0.5	0.3656444	1	12.8705	7.209709e+26	2.301694e+28	
