Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1550	1e+19	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e+13	0	0	0	0	0	0	0.5	0	1	0	7.209709e+26	2.301694e+28	
1	1550	1e+19	0	5.006382e-06	8.64e+21	8.425681e+21	8.425681e+21	0	2.143185e+20	0	1.08e+21	1.05321e+21	1.05321e+21	0	2.678982e+19	0	0	7.636282e+23	0	0	1.999959e+13	20.11842	10.00543	1.431883e-09	3.779834e-18	2.073463e-27	7.559512e-05	0.5	2.484933e-08	1	0.00122169	7.209709e+26	2.301694e+28	
2	1550	1e+19	0	5.012739e-06	1.728e+22	1.687531e+22	5.884547e+21	1.099077e+22	4.046857e+20	0	2.16e+21	2.109414e+21	7.355683e+20	1.373846e+21	5.058571e+19	0	0	1.087588e+24	0	0	1.999912e+13	38.03761	24.36472	1.8035e-09	5.996395e-18	4.143072e-27	0.0001199226	0.5	4.958835e-08	1	0.002443379	7.209709e+26	2.301694e+28	
3	1550	1e+19	0	5.019071e-06	2.592e+22	2.531446e+22	6.916336e+21	1.839813e+22	6.055352e+20	0	3.24e+21	3.164308e+21	8.64542e+20	2.299766e+21	7.56919e+19	0	0	1.225024e+24	4.619094e-11	5.057127e-07	1.999861e+13	56.98941	42.74939	2.091611e-09	8.065284e-18	6.462741e-27	0.0001612945	0.5	7.725285e-08	1	0.003665069	7.209709e+26	2.301694e+28	
4	1550	1e+19	0	5.025379e-06	3.456e+22	3.374537e+22	7.776066e+21	2.59693e+22	8.146327e+20	0	4.32e+21	4.218171e+21	9.720082e+20	3.246163e+21	1.018291e+20	0	0	1.217097e+24	5.496402e-11	8.465439e-07	1.999807e+13	76.76687	64.69691	2.335422e-09	1.005515e-17	8.99643e-27	0.0002010836	0.5	1.074016e-07	1	0.004886759	7.209709e+26	2.301694e+28	
5	1550	1e+19	0	5.031662e-06	4.32e+22	4.215866e+22	9.63666e+21	3.2522e+22	1.041342e+21	0	5.4e+21	5.269832e+21	1.204582e+21	4.06525e+21	1.301678e+20	0	0	1.201811e+24	6.191612e-11	1.194912e-06	1.999747e+13	98.25643	91.07327	2.560256e-09	1.208439e-17	1.185289e-26	0.0002416572	0.5	1.413218e-07	1	0.006108448	7.209709e+26	2.301694e+28	
6	1550	1e+19	0	5.03792e-06	5.184e+22	5.055463e+22	1.155471e+22	3.899992e+22	1.285366e+21	0	6.48e+21	6.319329e+21	1.444339e+21	4.87499e+21	1.606708e+20	0	0	1.186284e+24	6.702836e-11	1.496418e-06	1.999682e+13	121.4363	122.1518	2.771866e-09	1.416454e-17	1.504148e-26	0.0002832457	0.5	1.791108e-07	1	0.007330138	7.209709e+26	2.301694e+28	
7	1550	1e+19	0	5.044154e-06	6.048e+22	5.893374e+22	1.351127e+22	4.542248e+22	1.546257e+21	0	7.56e+21	7.366718e+21	1.688908e+21	5.67781e+21	1.932821e+20	0	0	1.173299e+24	7.147389e-11	1.794484e-06	1.999613e+13	146.2701	158.1325	2.973439e-09	1.629956e-17	1.85674e-26	0.0003259282	0.5	2.208157e-07	1	0.008551828	7.209709e+26	2.301694e+28	
8	1550	1e+19	0	5.050364e-06	6.912e+22	6.729674e+22	1.546907e+22	5.182767e+22	1.823262e+21	0	8.64e+21	8.412092e+21	1.933634e+21	6.478458e+21	2.279077e+20	0	0	1.162305e+24	7.543611e-11	2.090002e-06	1.999538e+13	172.6924	199.1607	3.166839e-09	1.848885e-17	2.243117e-26	0.0003696916	0.5	2.664282e-07	1	0.009773518	7.209709e+26	2.301694e+28	
9	1550	1e+19	0	5.056549e-06	7.776e+22	7.564433e+22	1.742564e+22	5.821869e+22	2.115668e+21	0	9.72e+21	9.455541e+21	2.178205e+21	7.277336e+21	2.644585e+20	0	0	1.152805e+24	7.904317e-11	2.38472e-06	1.999459e+13	200.6415	245.3625	3.353368e-09	2.073099e-17	2.663283e-26	0.0004145077	0.5	3.159344e-07	1	0.01099521	7.209709e+26	2.301694e+28	
10	1550	1e+19	0	5.06271e-06	8.64e+22	8.397718e+22	1.938018e+22	6.459701e+22	2.422817e+21	0	1.08e+22	1.049715e+22	2.422522e+21	8.074626e+21	3.028521e+20	0	0	1.144411e+24	8.236751e-11	2.678787e-06	1.999375e+13	230.0598	296.852	3.533988e-09	2.302437e-17	3.117231e-26	0.0004603435	0.5	3.693187e-07	1	0.0122169	7.209709e+26	2.301694e+28	
11	1550	1e+19	0	5.068847e-06	9.504e+22	9.229589e+22	2.133316e+22	7.096274e+22	2.744105e+21	0	1.188e+22	1.153699e+22	2.666645e+21	8.870342e+21	3.430132e+20	0	0	1.136861e+24	8.546024e-11	2.97227e-06	1.999287e+13	260.8953	353.7346	3.709444e-09	2.536736e-17	3.604958e-26	0.0005071663	0.5	4.26567e-07	1	0.01343859	7.209709e+26	2.301694e+28	
12	1550	1e+19	0	5.07496e-06	1.0368e+23	1.00601e+23	2.328504e+22	7.731597e+22	3.078983e+21	0	1.296e+22	1.257513e+22	2.91063e+21	9.664497e+21	3.848728e+20	0	0	1.129976e+24	8.835874e-11	3.265173e-06	1.999194e+13	293.1003	416.1082	3.880327e-09	2.775841e-17	4.126473e-26	0.0005549445	0.5	4.876661e-07	1	0.01466028	7.209709e+26	2.301694e+28	
13	1550	1e+19	0	5.08105e-06	1.1232e+23	1.088931e+23	2.523621e+22	8.365685e+22	3.426944e+21	0	1.404e+22	1.361163e+22	3.154526e+21	1.045711e+22	4.28368e+20	0	0	1.12363e+24	9.109148e-11	3.557501e-06	1.999098e+13	326.6312	484.0651	4.04712e-09	3.019604e-17	4.681792e-26	0.0006036483	0.5	5.526039e-07	1	0.01588197	7.209709e+26	2.301694e+28	
14	1550	1e+19	0	5.087115e-06	1.2096e+23	1.171725e+23	2.718691e+22	8.998557e+22	3.787523e+21	0	1.512e+22	1.464656e+22	3.398363e+21	1.12482e+22	4.734404e+20	0	0	1.117731e+24	9.368077e-11	3.849261e-06	1.998997e+13	361.4481	557.6918	4.210219e-09	3.267888e-17	5.270938e-26	0.0006532499	0.5	6.213694e-07	1	0.01710366	7.209709e+26	2.301694e+28	
15	1550	1e+19	0	5.093156e-06	1.296e+23	1.254397e+23	2.913733e+22	9.630238e+22	4.160292e+21	0	1.62e+22	1.567996e+22	3.642166e+21	1.20378e+22	5.200365e+20	0	0	1.112212e+24	9.614445e-11	4.140461e-06	1.998893e+13	397.5141	637.0704	4.369959e-09	3.520566e-17	5.893943e-26	0.0007037235	0.5	6.939525e-07	1	0.01832535	7.209709e+26	2.301694e+28	
16	1550	1e+19	0	5.099174e-06	1.3824e+23	1.336951e+23	3.108761e+22	1.026075e+23	4.544851e+21	0	1.728e+22	1.671189e+22	3.885951e+21	1.282594e+22	5.681064e+20	0	0	1.107018e+24	9.849705e-11	4.431113e-06	1.998785e+13	434.7951	722.2788	4.526624e-09	3.777519e-17	6.550842e-26	0.0007550448	0.5	7.703439e-07	1	0.01954704	7.209709e+26	2.301694e+28	
17	1550	1e+19	0	5.105168e-06	1.4688e+23	1.419392e+23	3.303784e+22	1.089013e+23	4.94083e+21	0	1.836e+22	1.77424e+22	4.129729e+21	1.361267e+22	6.176038e+20	0	0	1.102108e+24	1.007506e-10	4.72123e-06	1.998673e+13	473.2596	813.3913	4.680459e-09	4.038636e-17	7.241679e-26	0.0008071915	0.5	8.505352e-07	1	0.02076872	7.209709e+26	2.301694e+28	
18	1550	1e+19	0	5.111139e-06	1.5552e+23	1.501721e+23	3.498809e+22	1.15184e+23	5.347886e+21	0	1.944e+22	1.877151e+22	4.373512e+21	1.4398e+22	6.684857e+20	0	0	1.097448e+24	1.02915e-10	5.010823e-06	1.998558e+13	512.8782	910.4789	4.831677e-09	4.303815e-17	7.966501e-26	0.0008601426	0.5	9.345187e-07	1	0.02199041	7.209709e+26	2.301694e+28	
19	1550	1e+19	0	5.117086e-06	1.6416e+23	1.583943e+23	3.693844e+22	1.214559e+23	5.765695e+21	0	2.052e+22	1.979929e+22	4.617304e+21	1.518198e+22	7.207119e+20	0	0	1.09301e+24	1.04999e-10	5.299905e-06	1.99844e+13	553.6236	1013.61	4.980465e-09	4.572961e-17	8.725362e-26	0.0009138787	0.5	1.022287e-06	1	0.0232121	7.209709e+26	2.301694e+28	
20	1550	1e+19	0	5.12301e-06	1.728e+23	1.66606e+23	3.888891e+22	1.277171e+23	6.193958e+21	0	2.16e+22	2.082576e+22	4.861114e+21	1.596464e+22	7.742447e+20	0	0	1.088771e+24	1.070097e-10	5.588488e-06	1.998318e+13	595.4704	1122.85	5.126986e-09	4.845985e-17	9.51832e-26	0.0009683818	0.5	1.113835e-06	1	0.02443379	7.209709e+26	2.301694e+28	
21	1550	1e+19	0	5.12891e-06	1.8144e+23	1.748076e+23	4.083957e+22	1.33968e+23	6.632392e+21	0	2.268e+22	2.185095e+22	5.104946e+21	1.674601e+22	8.29049e+20	0	0	1.084712e+24	1.089534e-10	5.876584e-06	1.998192e+13	638.3947	1238.263	5.271388e-09	5.122805e-17	1.034544e-25	0.001023635	0.5	1.209156e-06	1	0.02565548	7.209709e+26	2.301694e+28	
22	1550	1e+19	0	5.134788e-06	1.9008e+23	1.829993e+23	4.279043e+22	1.402088e+23	7.080733e+21	0	2.376e+22	2.287491e+22	5.348803e+21	1.75261e+22	8.850916e+20	0	0	1.080815e+24	1.108355e-10	6.164205e-06	1.998064e+13	682.3742	1359.91	5.413802e-09	5.403343e-17	1.120678e-25	0.001079622	0.5	1.308245e-06	1	0.02687717	7.209709e+26	2.301694e+28	
23	1550	1e+19	0	5.140642e-06	1.9872e+23	1.911813e+23	4.474153e+22	1.464397e+23	7.538731e+21	0	2.484e+22	2.389766e+22	5.592691e+21	1.830497e+22	9.423413e+20	0	0	1.077067e+24	1.126609e-10	6.451359e-06	1.997932e+13	727.388	1487.851	5.554345e-09	5.687528e-17	1.210243e-25	0.001136329	0.5	1.411098e-06	1	0.02809886	7.209709e+26	2.301694e+28	
24	1550	1e+19	0	5.146473e-06	2.0736e+23	1.993538e+23	4.669289e+22	1.52661e+23	8.006151e+21	0	2.592e+22	2.491923e+22	5.836611e+21	1.908262e+22	1.000769e+21	0	0	1.073455e+24	1.144337e-10	6.738059e-06	1.997797e+13	773.4163	1622.145	5.693124e-09	5.975291e-17	1.303244e-25	0.001193742	0.5	1.51771e-06	1	0.02932055	7.209709e+26	2.301694e+28	
25	1550	1e+19	0	5.15228e-06	2.16e+23	2.075172e+23	4.864454e+22	1.588727e+23	8.482772e+21	0	2.7e+22	2.593965e+22	6.080568e+21	1.985909e+22	1.060346e+21	0	0	1.069968e+24	1.161577e-10	7.024312e-06	1.997659e+13	820.4406	1762.847	5.830236e-09	6.266572e-17	1.399691e-25	0.001251847	0.5	1.628079e-06	1	0.03054224	7.209709e+26	2.301694e+28	
26	1550	1e+19	0	5.158065e-06	2.2464e+23	2.156716e+23	5.05965e+22	1.650751e+23	8.968384e+21	0	2.808e+22	2.695895e+22	6.324562e+21	2.063439e+22	1.121048e+21	0	0	1.066597e+24	1.178362e-10	7.310129e-06	1.997518e+13	868.4434	1910.014	5.965768e-09	6.561309e-17	1.499591e-25	0.001310633	0.5	1.7422e-06	1	0.03176393	7.209709e+26	2.301694e+28	
27	1550	1e+19	0	5.163827e-06	2.3328e+23	2.238172e+23	5.254878e+22	1.712684e+23	9.462788e+21	0	2.916e+22	2.797715e+22	6.568598e+21	2.140855e+22	1.182848e+21	0	0	1.063333e+24	1.194721e-10	7.595519e-06	1.997374e+13	917.4082	2063.698	6.099801e-09	6.859447e-17	1.602953e-25	0.001370088	0.5	1.860072e-06	1	0.03298562	7.209709e+26	2.301694e+28	
28	1550	1e+19	0	5.169566e-06	2.4192e+23	2.319542e+23	5.45014e+22	1.774528e+23	9.965796e+21	0	3.024e+22	2.899428e+22	6.812675e+21	2.21816e+22	1.245725e+21	0	0	1.060169e+24	1.210681e-10	7.880489e-06	1.997228e+13	967.3193	2223.955	6.232408e-09	7.160933e-17	1.709786e-25	0.001430201	0.5	1.981693e-06	1	0.03420731	7.209709e+26	2.301694e+28	
29	1550	1e+19	0	5.175283e-06	2.5056e+23	2.400828e+23	5.645438e+22	1.836284e+23	1.047723e+22	0	3.132e+22	3.001035e+22	7.056797e+21	2.295355e+22	1.309654e+21	0	0	1.057098e+24	1.226267e-10	8.165047e-06	1.997078e+13	1018.162	2390.835	6.363659e-09	7.465719e-17	1.820097e-25	0.001490962	0.5	2.10706e-06	1	0.035429	7.209709e+26	2.301694e+28	
30	1550	1e+19	0	5.180977e-06	2.592e+23	2.482031e+23	5.840772e+22	1.897954e+23	1.099692e+22	0	3.24e+22	3.102539e+22	7.300965e+21	2.372442e+22	1.374615e+21	0	0	1.054114e+24	1.241499e-10	8.449201e-06	1.996925e+13	1069.922	2564.389	6.493615e-09	7.773757e-17	1.933898e-25	0.001552361	0.5	2.236171e-06	1	0.03665069	7.209709e+26	2.301694e+28	
31	1550	1e+19	0	5.186648e-06	2.6784e+23	2.563153e+23	6.036144e+22	1.959539e+23	1.15247e+22	0	3.348e+22	3.203941e+22	7.54518e+21	2.449423e+22	1.440587e+21	0	0	1.051212e+24	1.256399e-10	8.732959e-06	1.99677e+13	1122.586	2744.668	6.622335e-09	8.085002e-17	2.051197e-25	0.001614389	0.5	2.369027e-06	1	0.03787238	7.209709e+26	2.301694e+28	
32	1550	1e+19	0	5.192296e-06	2.7648e+23	2.644196e+23	6.231556e+22	2.02104e+23	1.206042e+22	0	3.456e+22	3.305245e+22	7.789444e+21	2.5263e+22	1.507552e+21	0	0	1.048386e+24	1.270984e-10	9.016327e-06	1.996612e+13	1176.141	2931.721	6.749872e-09	8.399413e-17	2.172004e-25	0.001677037	0.5	2.505625e-06	1	0.03909407	7.209709e+26	2.301694e+28	
33	1550	1e+19	0	5.197923e-06	2.8512e+23	2.725161e+23	6.427007e+22	2.08246e+23	1.260393e+22	0	3.564e+22	3.406451e+22	8.033759e+21	2.603075e+22	1.575491e+21	0	0	1.045632e+24	1.28527e-10	9.299312e-06	1.996451e+13	1230.575	3125.597	6.876277e-09	8.71695e-17	2.296328e-25	0.001740297	0.5	2.645966e-06	1	0.04031576	7.209709e+26	2.301694e+28	
34	1550	1e+19	0	5.203526e-06	2.9376e+23	2.806049e+23	6.622499e+22	2.143799e+23	1.315508e+22	0	3.672e+22	3.507561e+22	8.278124e+21	2.679749e+22	1.644386e+21	0	0	1.042947e+24	1.299273e-10	9.581919e-06	1.996288e+13	1285.877	3326.344	7.001596e-09	9.037574e-17	2.424181e-25	0.00180416	0.5	2.790048e-06	1	0.04153745	7.209709e+26	2.301694e+28	
35	1550	1e+19	0	5.209108e-06	3.024e+23	2.886862e+23	6.818033e+22	2.205059e+23	1.371376e+22	0	3.78e+22	3.608578e+22	8.522541e+21	2.756324e+22	1.71422e+21	0	0	1.040327e+24	1.313008e-10	9.864156e-06	1.996122e+13	1342.035	3534.008	7.125872e-09	9.361249e-17	2.555571e-25	0.00186862	0.5	2.937872e-06	1	0.04275914	7.209709e+26	2.301694e+28	
36	1550	1e+19	0	5.214667e-06	3.1104e+23	2.967602e+23	7.013609e+22	2.266241e+23	1.427981e+22	0	3.888e+22	3.709502e+22	8.767011e+21	2.832801e+22	1.784977e+21	0	0	1.037767e+24	1.326486e-10	1.014603e-05	1.995953e+13	1399.039	3748.637	7.249146e-09	9.687942e-17	2.690509e-25	0.001933668	0.5	3.089439e-06	1	0.04398083	7.209709e+26	2.301694e+28	
37	1550	1e+19	0	5.220204e-06	3.1968e+23	3.048269e+23	7.209228e+22	2.327346e+23	1.485313e+22	0	3.996e+22	3.810336e+22	9.011535e+21	2.909182e+22	1.856641e+21	0	0	1.035265e+24	1.339719e-10	1.042754e-05	1.995782e+13	1456.879	3970.277	7.371457e-09	1.001762e-16	2.829006e-25	0.001999298	0.5	3.244747e-06	1	0.04520252	7.209709e+26	2.301694e+28	
38	1550	1e+19	0	5.225718e-06	3.2832e+23	3.128864e+23	7.404891e+22	2.388375e+23	1.543359e+22	0	4.104e+22	3.91108e+22	9.256114e+21	2.985469e+22	1.929199e+21	0	0	1.032819e+24	1.35272e-10	1.07087e-05	1.995609e+13	1515.545	4198.972	7.492839e-09	1.035025e-16	2.971072e-25	0.002065504	0.5	3.403798e-06	1	0.04642421	7.209709e+26	2.301694e+28	
39	1550	1e+19	0	5.231211e-06	3.3696e+23	3.209389e+23	7.600598e+22	2.449329e+23	1.602107e+22	0	4.212e+22	4.011737e+22	9.500748e+21	3.061662e+22	2.002634e+21	0	0	1.030425e+24	1.365498e-10	1.098951e-05	1.995432e+13	1575.027	4434.768	7.613328e-09	1.06858e-16	3.116718e-25	0.002132278	0.5	3.566593e-06	1	0.0476459	7.209709e+26	2.301694e+28	
40	1550	1e+19	0	5.236682e-06	3.456e+23	3.289845e+23	7.79635e+22	2.51021e+23	1.661547e+22	0	4.32e+22	4.112307e+22	9.745438e+21	3.137763e+22	2.076934e+21	0	0	1.028081e+24	1.378063e-10	1.126998e-05	1.995254e+13	1635.318	4677.71	7.732953e-09	1.102424e-16	3.265954e-25	0.002199615	0.5	3.733131e-06	1	0.04886759	7.209709e+26	2.301694e+28	
41	1550	1e+19	0	5.242131e-06	3.5424e+23	3.370233e+23	7.992148e+22	2.571018e+23	1.721669e+22	0	4.428e+22	4.212791e+22	9.990185e+21	3.213773e+22	2.152086e+21	0	0	1.025784e+24	1.390424e-10	1.15501e-05	1.995073e+13	1696.407	4927.84	7.851746e-09	1.136555e-16	3.418792e-25	0.002267509	0.5	3.903416e-06	1	0.05008928	7.209709e+26	2.301694e+28	
42	1550	1e+19	0	5.247557e-06	3.6288e+23	3.450554e+23	8.187991e+22	2.631755e+23	1.782461e+22	0	4.536e+22	4.313192e+22	1.023499e+22	3.289694e+22	2.228076e+21	0	0	1.023533e+24	1.402588e-10	1.18299e-05	1.994889e+13	1758.287	5185.203	7.969734e-09	1.170969e-16	3.575242e-25	0.002335954	0.5	4.077446e-06	1	0.05131097	7.209709e+26	2.301694e+28	
43	1550	1e+19	0	5.252963e-06	3.7152e+23	3.530809e+23	8.38388e+22	2.692421e+23	1.843914e+22	0	4.644e+22	4.413511e+22	1.047985e+22	3.365526e+22	2.304892e+21	0	0	1.021326e+24	1.414565e-10	1.210936e-05	1.994703e+13	1820.949	5449.842	8.086944e-09	1.205665e-16	3.735315e-25	0.002404944	0.5	4.255224e-06	1	0.05253266	7.209709e+26	2.301694e+28	
44	1550	1e+19	0	5.258346e-06	3.8016e+23	3.610998e+23	8.579816e+22	2.753017e+23	1.906018e+22	0	4.752e+22	4.513748e+22	1.072477e+22	3.441271e+22	2.382522e+21	0	0	1.01916e+24	1.42636e-10	1.23885e-05	1.994515e+13	1884.387	5721.798	8.203401e-09	1.24064e-16	3.899022e-25	0.002474474	0.5	4.436752e-06	1	0.05375435	7.209709e+26	2.301694e+28	
45	1550	1e+19	0	5.263707e-06	3.888e+23	3.691124e+23	8.775799e+22	2.813544e+23	1.968765e+22	0	4.86e+22	4.613904e+22	1.096975e+22	3.51693e+22	2.460956e+21	0	0	1.017034e+24	1.437982e-10	1.266732e-05	1.994324e+13	1948.593	6001.115	8.319129e-09	1.275891e-16	4.066375e-25	0.00254454	0.5	4.62203e-06	1	0.05497604	7.209709e+26	2.301694e+28	
46	1550	1e+19	0	5.269047e-06	3.9744e+23	3.771186e+23	8.971829e+22	2.874003e+23	2.032145e+22	0	4.968e+22	4.713982e+22	1.121479e+22	3.592503e+22	2.540181e+21	0	0	1.014947e+24	1.449436e-10	1.294582e-05	1.994131e+13	2013.558	6287.834	8.43415e-09	1.311416e-16	4.237384e-25	0.002615135	0.5	4.81106e-06	1	0.05619773	7.209709e+26	2.301694e+28	
47	1550	1e+19	0	5.274366e-06	4.0608e+23	3.851185e+23	9.167906e+22	2.934394e+23	2.096149e+22	0	5.076e+22	4.813981e+22	1.145988e+22	3.667993e+22	2.620187e+21	0	0	1.012897e+24	1.460729e-10	1.3224e-05	1.993936e+13	2079.278	6581.996	8.548486e-09	1.347213e-16	4.412061e-25	0.002686256	0.5	5.003844e-06	1	0.05741942	7.209709e+26	2.301694e+28	
48	1550	1e+19	0	5.279663e-06	4.1472e+23	3.931123e+23	9.364032e+22	2.99472e+23	2.160771e+22	0	5.184e+22	4.913904e+22	1.170504e+22	3.7434e+22	2.700964e+21	0	0	1.010882e+24	1.471867e-10	1.350188e-05	1.993739e+13	2145.744	6883.642	8.662157e-09	1.38328e-16	4.590417e-25	0.002757898	0.5	5.200384e-06	1	0.05864111	7.209709e+26	2.301694e+28	
49	1550	1e+19	0	5.284938e-06	4.2336e+23	4.011e+23	9.560205e+22	3.054979e+23	2.226001e+22	0	5.292e+22	5.01375e+22	1.195026e+22	3.818724e+22	2.782501e+21	0	0	1.008901e+24	1.482854e-10	1.377945e-05	1.993539e+13	2212.951	7192.813	8.775184e-09	1.419614e-16	4.772463e-25	0.002830055	0.5	5.400682e-06	1	0.05986279	7.209709e+26	2.301694e+28	
50	1550	1e+19	0	5.290192e-06	4.32e+23	4.090817e+23	9.756426e+22	3.115174e+23	2.291831e+22	0	5.4e+22	5.113521e+22	1.219553e+22	3.893968e+22	2.864789e+21	0	0	1.006953e+24	1.493696e-10	1.405672e-05	1.993337e+13	2280.892	7509.549	8.887583e-09	1.456214e-16	4.95821e-25	0.002902725	0.5	5.604739e-06	1	0.06108448	7.209709e+26	2.301694e+28	
51	1550	1e+19	0	5.295425e-06	4.4064e+23	4.170575e+23	9.952697e+22	3.175305e+23	2.358255e+22	0	5.508e+22	5.213218e+22	1.244087e+22	3.969131e+22	2.947818e+21	0	0	1.005036e+24	1.504398e-10	1.43337e-05	1.993133e+13	2349.56	7833.891	8.999373e-09	1.493077e-16	5.14767e-25	0.002975901	0.5	5.812558e-06	1	0.06230617	7.209709e+26	2.301694e+28	
52	1550	1e+19	0	5.300636e-06	4.4928e+23	4.250274e+23	1.014902e+23	3.235372e+23	2.425264e+22	0	5.616e+22	5.312842e+22	1.268627e+22	4.044215e+22	3.03158e+21	0	0	1.00315e+24	1.514964e-10	1.461037e-05	1.992926e+13	2418.951	8165.877	9.110571e-09	1.530203e-16	5.340854e-25	0.003049581	0.5	6.024141e-06	1	0.06352786	7.209709e+26	2.301694e+28	
53	1550	1e+19	0	5.305827e-06	4.5792e+23	4.329915e+23	1.034538e+23	3.295376e+23	2.492852e+22	0	5.724e+22	5.412393e+22	1.293173e+22	4.119221e+22	3.116065e+21	0	0	1.001294e+24	1.525399e-10	1.488676e-05	1.992718e+13	2489.059	8505.547	9.221193e-09	1.567588e-16	5.537773e-25	0.003123761	0.5	6.239491e-06	1	0.06474955	7.209709e+26	2.301694e+28	
54	1550	1e+19	0	5.310996e-06	4.6656e+23	4.409499e+23	1.05418e+23	3.355319e+23	2.561012e+22	0	5.832e+22	5.511873e+22	1.317725e+22	4.194149e+22	3.201265e+21	0	0	9.994655e+23	1.535706e-10	1.516285e-05	1.992507e+13	2559.877	8852.941	9.331253e-09	1.605232e-16	5.73844e-25	0.003198435	0.5	6.458608e-06	1	0.06597124	7.209709e+26	2.301694e+28	
55	1550	1e+19	0	5.316144e-06	4.752e+23	4.489026e+23	1.073827e+23	3.4152e+23	2.629737e+22	0	5.94e+22	5.611283e+22	1.342283e+22	4.269e+22	3.287172e+21	0	0	9.97665e+23	1.545891e-10	1.543866e-05	1.992294e+13	2631.4	9208.096	9.440767e-09	1.643132e-16	5.942864e-25	0.003273602	0.5	6.681497e-06	1	0.06719293	7.209709e+26	2.301694e+28	
56	1550	1e+19	0	5.321271e-06	4.8384e+23	4.568498e+23	1.093478e+23	3.47502e+23	2.699021e+22	0	6.048e+22	5.710622e+22	1.366848e+22	4.343775e+22	3.373776e+21	0	0	9.95891e+23	1.555956e-10	1.571419e-05	1.992079e+13	2703.624	9571.052	9.549749e-09	1.681287e-16	6.151058e-25	0.003349256	0.5	6.908158e-06	1	0.06841462	7.209709e+26	2.301694e+28	
57	1550	1e+19	0	5.326377e-06	4.9248e+23	4.647914e+23	1.113134e+23	3.53478e+23	2.768857e+22	0	6.156e+22	5.809893e+22	1.391418e+22	4.418475e+22	3.461071e+21	0	0	9.941428e+23	1.565904e-10	1.598944e-05	1.991862e+13	2776.543	9941.846	9.658213e-09	1.719695e-16	6.363033e-25	0.003425394	0.5	7.138596e-06	1	0.06963631	7.209709e+26	2.301694e+28	
58	1550	1e+19	0	5.331462e-06	5.0112e+23	4.727276e+23	1.132796e+23	3.59448e+23	2.839238e+22	0	6.264e+22	5.909095e+22	1.415995e+22	4.4931e+22	3.549048e+21	0	0	9.924195e+23	1.575741e-10	1.626441e-05	1.991643e+13	2850.152	10320.52	9.76617e-09	1.758354e-16	6.5788e-25	0.003502013	0.5	7.372811e-06	1	0.070858	7.209709e+26	2.301694e+28	
59	1550	1e+19	0	5.336526e-06	5.0976e+23	4.806584e+23	1.152462e+23	3.654122e+23	2.91016e+22	0	6.372e+22	6.00823e+22	1.440578e+22	4.567652e+22	3.637701e+21	0	0	9.907203e+23	1.585468e-10	1.65391e-05	1.991422e+13	2924.446	10707.1	9.873633e-09	1.797264e-16	6.798372e-25	0.00357911	0.5	7.610807e-06	1	0.07207969	7.209709e+26	2.301694e+28	
60	1550	1e+19	0	5.34157e-06	5.184e+23	4.885838e+23	1.172134e+23	3.713705e+23	2.981617e+22	0	6.48e+22	6.107298e+22	1.465167e+22	4.642131e+22	3.727021e+21	0	0	9.890446e+23	1.595089e-10	1.681353e-05	1.991198e+13	2999.421	11101.64	9.980615e-09	1.836422e-16	7.021758e-25	0.00365668	0.5	7.852586e-06	1	0.07330138	7.209709e+26	2.301694e+28	
61	1550	1e+19	0	5.346592e-06	5.2704e+23	4.96504e+23	1.19181e+23	3.77323e+23	3.053601e+22	0	6.588e+22	6.2063e+22	1.489762e+22	4.716538e+22	3.817002e+21	0	0	9.873915e+23	1.604606e-10	1.708768e-05	1.990973e+13	3075.072	11504.16	1.008713e-08	1.875827e-16	7.248971e-25	0.003734721	0.5	8.098151e-06	1	0.07452307	7.209709e+26	2.301694e+28	
62	1550	1e+19	0	5.351595e-06	5.3568e+23	5.044189e+23	1.211491e+23	3.832698e+23	3.126109e+22	0	6.696e+22	6.305236e+22	1.514364e+22	4.790873e+22	3.907637e+21	0	0	9.857605e+23	1.614023e-10	1.736157e-05	1.990746e+13	3151.395	11914.71	1.019318e-08	1.915478e-16	7.480021e-25	0.003813229	0.5	8.347505e-06	1	0.07574476	7.209709e+26	2.301694e+28	
